policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[  1.39155287e-01   6.73757205e-02  -2.43414254e-02 ...,   3.55514908e-01
   5.01968464e-10  -2.79999999e-02]","[ -1.62227957e-01   2.29060802e-01  -5.93762371e-02 ...,  -4.24176943e-01
  -7.04690300e-11  -2.09999999e-02]","[-0.07101779  0.1774696  -0.07749283 ...,  0.38437687 -0.001      -0.021     ]","[-0.07849666  0.21075692  0.14349169 ...,  0.39056083  0.001      -0.021     ]","[  1.57925011e-01  -1.95338038e-01  -2.00454405e-01 ...,  -2.63179665e-01
  -9.77461116e-11  -2.39999999e-02]"
"[ 0.13865529  0.06687572 -0.02384142 ...,  0.35801491 -0.0005     -0.0305    ]","[-0.16172796  0.2285608  -0.05887624 ..., -0.42467694 -0.0005     -0.0215    ]","[-0.07501779  0.1814696  -0.07349283 ...,  0.38837687  0.001      -0.025     ]","[-0.07749666  0.21175692  0.14249169 ...,  0.38956083 -0.001      -0.023     ]","[  1.58925011e-01  -1.96338038e-01  -2.00454405e-01 ...,  -2.64179665e-01
  -9.67135583e-11  -2.49999999e-02]"
"[ 0.13815529  0.06737572 -0.02334142 ...,  0.36151491 -0.001      -0.034     ]","[-0.16022796  0.2270608  -0.05737624 ..., -0.42817694 -0.001      -0.025     ]","[-0.07551779  0.1819696  -0.07199283 ...,  0.38887687  0.0025     -0.0265    ]","[-0.07849666  0.20975692  0.14349169 ...,  0.39156083 -0.002      -0.025     ]","[ 0.15792501 -0.19533804 -0.19845441 ..., -0.26917966  0.001      -0.03      ]"
"[ 0.13815529  0.06837572 -0.02334142 ...,  0.36351491  0.001      -0.036     ]","[-0.15722796  0.2250608  -0.05537624 ..., -0.43117694  0.001      -0.028     ]","[-0.07201779  0.1784696  -0.07549283 ...,  0.39237687 -0.002      -0.03      ]","[-0.07899666  0.20925692  0.14399169 ...,  0.39506083 -0.0005     -0.0285    ]","[ 0.15842501 -0.19583804 -0.19895441 ..., -0.26967966  0.0005     -0.0305    ]"
"[ 0.13615529  0.07037572 -0.02134142 ...,  0.36751491 -0.002      -0.039     ]","[-0.15572796  0.2255608  -0.05487624 ..., -0.43267694  0.0025     -0.0305    ]","[-0.07201779  0.1784696  -0.07549283 ...,  0.39237687 -0.002      -0.031     ]","[-0.07649666  0.21075692  0.14149169 ...,  0.39356083  0.001      -0.031     ]","[ 0.16092501 -0.19833804 -0.20145441 ..., -0.27517966 -0.001      -0.033     ]"
"[ 0.13565529  0.07087572 -0.02084142 ...,  0.36901491 -0.0035     -0.0385    ]","[-0.15422796  0.2260608  -0.05537624 ..., -0.43617694 -0.001      -0.034     ]","[-0.07001779  0.1764696  -0.07749283 ...,  0.39637687  0.002      -0.036     ]","[-0.07649666  0.21075692  0.14149169 ...,  0.39456083  0.001      -0.034     ]","[  1.59925011e-01  -1.97338038e-01  -2.00454405e-01 ...,  -2.76179665e-01
  -1.01583977e-10  -3.39999999e-02]"
"[  1.35155287e-01   7.13757184e-02  -2.03414250e-02 ...,   3.71514908e-01
   4.91792123e-10  -4.29999999e-02]","[-0.15322796  0.2250608  -0.05437624 ..., -0.43817694 -0.001      -0.036     ]","[-0.06951779  0.1759696  -0.07799283 ...,  0.39687687  0.0025     -0.0355    ]","[-0.07649666  0.21075691  0.14149169 ...,  0.39756083 -0.001      -0.037     ]","[ 0.15842501 -0.19583804 -0.19795441 ..., -0.27967966  0.0005     -0.0385    ]"
"[ 0.13615529  0.07037572 -0.02134142 ...,  0.37151491  0.001      -0.043     ]","[-0.15522796  0.2220608  -0.05137624 ..., -0.44117694  0.001      -0.039     ]","[ -7.00177937e-02   1.74469599e-01  -7.74928256e-02 ...,   4.00376873e-01
   8.96400561e-11  -3.99999999e-02]","[ -7.64966595e-02   2.09756914e-01   1.41491690e-01 ...,   3.98560834e-01
   1.02479949e-12  -3.79999999e-02]","[ 0.15992501 -0.19733804 -0.19945441 ..., -0.28117966 -0.001      -0.038     ]"
"[ 0.13765529  0.06887572 -0.02184142 ...,  0.37301491  0.0025     -0.0445    ]","[-0.15372796  0.2225608  -0.05187624 ..., -0.44267694  0.0005     -0.0405    ]","[-0.06901779  0.1734696  -0.07649283 ...,  0.40137687 -0.001      -0.041     ]","[-0.07349666  0.21275691  0.13849169 ...,  0.39656083  0.002      -0.043     ]","[ 0.16192501 -0.19933804 -0.20145441 ..., -0.28217966 -0.001      -0.04      ]"
"[ 0.13315529  0.07337572 -0.02234142 ...,  0.37451491 -0.002      -0.044     ]","[ -1.52227958e-01   2.24060802e-01  -5.33762374e-02 ...,  -4.47176943e-01
  -1.52003953e-10  -3.69999999e-02]","[-0.06951779  0.1719696  -0.07599283 ...,  0.40487687  0.0005     -0.0455    ]","[-0.07299666  0.21325691  0.13799169 ...,  0.39706083  0.0025     -0.0435    ]","[  1.59925011e-01  -1.97338038e-01  -1.99454405e-01 ...,  -2.84179665e-01
  -1.08130889e-10  -4.19999999e-02]"
"[ 0.13215529  0.07437572 -0.02134142 ...,  0.37551491 -0.003      -0.045     ]","[ -1.52227958e-01   2.24060802e-01  -5.33762374e-02 ...,  -4.47176943e-01
  -1.64776197e-10  -3.79999999e-02]","[-0.06801779  0.1704696  -0.07749283 ...,  0.40637687 -0.001      -0.047     ]","[ -7.44966595e-02   2.09756914e-01   1.39491690e-01 ...,   3.99560834e-01
   4.12651173e-11  -4.89999999e-02]","[ 0.15842501 -0.19583804 -0.19695441 ..., -0.28467967 -0.0005     -0.0455    ]"
"[  1.36155278e-01   6.93757172e-02  -1.73414244e-02 ...,   3.72514908e-01
   4.81166890e-10  -4.99999999e-02]","[-0.15322796  0.2190608  -0.04837624 ..., -0.45217694  0.004      -0.043     ]","[-0.06701779  0.1694696  -0.07849283 ...,  0.40937687 -0.002      -0.05      ]","[-0.07349666  0.21075691  0.13849169 ...,  0.39856083 -0.001      -0.05      ]","[ 0.15792501 -0.19533804 -0.19645441 ..., -0.28717967  0.001      -0.048     ]"
"[ 0.13665528  0.06887572 -0.01684142 ...,  0.37301491  0.0005     -0.0505    ]","[-0.15272796  0.2195608  -0.04887624 ..., -0.45267694  0.0045     -0.0435    ]","[-0.06901779  0.1714696  -0.07649283 ...,  0.41137687 -0.001      -0.052     ]","[-0.07249666  0.21175691  0.13749169 ...,  0.39956083 -0.002      -0.052     ]","[ 0.15992501 -0.19633804 -0.19845441 ..., -0.29017967  0.002      -0.051     ]"
"[ 0.14115528  0.07237571 -0.02134142 ...,  0.37851491  0.004      -0.056     ]","[-0.15122796  0.2220608  -0.05137624 ..., -0.44717694  0.002      -0.048     ]","[-0.07001779  0.1724696  -0.07549283 ...,  0.41237687 -0.002      -0.053     ]","[-0.07549666  0.20875691  0.14049169 ...,  0.40056083 -0.002      -0.053     ]","[ 0.16092501 -0.19733804 -0.19945441 ..., -0.28917967 -0.001      -0.054     ]"
"[ 0.14015528  0.07337571 -0.02234142 ...,  0.37951491  0.003      -0.057     ]","[-0.15022796  0.2230608  -0.05237624 ..., -0.44817694  0.003      -0.049     ]","[-0.07151779  0.1739696  -0.07399283 ...,  0.41287687 -0.0035     -0.0545    ]","[-0.07799666  0.20625691  0.14299169 ...,  0.40306083 -0.0025     -0.0515    ]","[ 0.16242501 -0.19883804 -0.20095441 ..., -0.28867967 -0.0035     -0.0535    ]"
"[ 0.13765528  0.07387571 -0.02484142 ...,  0.38301491  0.0005     -0.0595    ]","[-0.14872796  0.2245608  -0.05387624 ..., -0.45067694 -0.0005     -0.0535    ]","[-0.06801779  0.1704696  -0.07749283 ...,  0.41637687 -0.001      -0.053     ]","[-0.07949666  0.20675691  0.14349169 ...,  0.39956083 -0.003      -0.052     ]","[ 0.15992501 -0.19633804 -0.19845441 ..., -0.29217967 -0.002      -0.057     ]"
"[  1.39155281e-01   7.23757095e-02  -2.33414219e-02 ...,   3.84514908e-01
   5.90609537e-10  -6.09999998e-02]","[-0.15022796  0.2230608  -0.05237624 ..., -0.44917694 -0.002      -0.055     ]","[-0.06601779  0.1684696  -0.07949283 ...,  0.41537687  0.001      -0.051     ]","[-0.08149666  0.20575691  0.14549169 ...,  0.39856083 -0.002      -0.053     ]","[ 0.15992501 -0.19633804 -0.19845441 ..., -0.29417967 -0.001      -0.059     ]"
"[ 0.13915528  0.07037571 -0.02334142 ...,  0.38451491 -0.001      -0.061     ]","[-0.15272796  0.2205608  -0.04987624 ..., -0.44767694 -0.0045     -0.0575    ]","[-0.06851779  0.1709696  -0.07699283 ...,  0.41787687 -0.0005     -0.0535    ]","[-0.07949666  0.20775691  0.14349169 ...,  0.39856083 -0.003      -0.055     ]","[ 0.16042501 -0.19683804 -0.19895441 ..., -0.29267967 -0.0015     -0.0595    ]"
"[ 0.13615528  0.07337571 -0.02534142 ...,  0.38551491  0.002      -0.059     ]","[-0.15022796  0.2230608  -0.05237624 ..., -0.44517694 -0.006      -0.057     ]","[-0.07101779  0.1734696  -0.07449283 ...,  0.41537687 -0.003      -0.056     ]","[ -7.64966606e-02   2.09756914e-01   1.41491688e-01 ...,   3.96560834e-01
  -2.48086035e-10  -5.49999999e-02]","[  1.60925011e-01  -1.97338038e-01  -1.99454405e-01 ...,  -2.93179665e-01
  -1.62022761e-10  -5.99999998e-02]"
"[ 0.13665528  0.07287571 -0.02384142 ...,  0.38601491  0.0045     -0.0595    ]","[-0.15072796  0.2225608  -0.05187624 ..., -0.44567694 -0.0055     -0.0565    ]","[-0.07401779  0.1764696  -0.07149283 ...,  0.41337687 -0.005      -0.058     ]","[-0.07399666  0.21125691  0.13999169 ...,  0.39706083  0.0015     -0.0575    ]","[ 0.15992501 -0.19633804 -0.19845441 ..., -0.29117967  0.001      -0.06      ]"
"[ 0.14015528  0.07037571 -0.02134142 ...,  0.38751491  0.006      -0.061     ]","[-0.14972796  0.2235608  -0.05287624 ..., -0.44467694 -0.0025     -0.0555    ]","[-0.07501779  0.1774696  -0.07049283 ...,  0.41537687 -0.007      -0.061     ]","[ -7.34966607e-02   2.11756914e-01   1.39491688e-01 ...,   3.99560834e-01
  -2.38320084e-10  -6.09999998e-02]","[ 0.16192501 -0.19833804 -0.20045441 ..., -0.29017967 -0.001      -0.061     ]"
"[ 0.14215528  0.06937571 -0.02134142 ...,  0.38951491  0.006      -0.06      ]","[-0.14922796  0.2240608  -0.05337624 ..., -0.44217694 -0.004      -0.056     ]","[-0.07551779  0.1779696  -0.06999283 ...,  0.41787687 -0.0075     -0.0635    ]","[-0.07349666  0.21175691  0.13949169 ...,  0.40056083 -0.001      -0.063     ]","[ 0.16192501 -0.19833804 -0.20045441 ..., -0.29017967 -0.001      -0.061     ]"
"[ 0.13815528  0.07337571 -0.02534142 ...,  0.39351491  0.003      -0.057     ]","[-0.14822796  0.2250608  -0.05437624 ..., -0.44417694 -0.005      -0.058     ]","[-0.07201779  0.1744696  -0.07349283 ...,  0.41737687 -0.006      -0.066     ]","[-0.06949666  0.21575691  0.13549169 ...,  0.39756083 -0.00199998 -0.064     ]","[ 0.15792501 -0.19433804 -0.19645441 ..., -0.29217967 -0.002      -0.064     ]"
"[ 0.13665528  0.07487571 -0.02684142 ...,  0.39501491  0.0015     -0.0565    ]","[-0.14772796  0.2255608  -0.05487624 ..., -0.44667694 -0.0055     -0.0615    ]","[-0.07001779  0.1724696  -0.07549283 ...,  0.41837687 -0.005      -0.067     ]","[-0.06899666  0.21625691  0.13499169 ...,  0.39606083 -0.00249998 -0.0645    ]","[ 0.15742501 -0.19383804 -0.19595441 ..., -0.29167967 -0.0015     -0.0645    ]"
"[ 0.13915528  0.07437571 -0.02934142 ...,  0.39451491  0.005      -0.059     ]","[-0.14622796  0.2270608  -0.05537624 ..., -0.44517694 -0.003      -0.06      ]","[-0.07401779  0.1684696  -0.07149283 ...,  0.41537687 -0.008      -0.071     ]","[-0.07349666  0.21175691  0.13949169 ...,  0.39956083 -0.00399998 -0.069     ]","[ 0.16042501 -0.19683804 -0.19895441 ..., -0.29467967 -0.0055     -0.0635    ]"
"[ 0.14115528  0.07237571 -0.02734142 ...,  0.39251491  0.004      -0.059     ]","[-0.14522796  0.2280608  -0.05637624 ..., -0.44617694 -0.004      -0.059     ]","[-0.07501779  0.1674696  -0.07049283 ...,  0.41537687 -0.007      -0.072     ]","[-0.07449666  0.21075691  0.14049169 ...,  0.40056083 -0.00399998 -0.07      ]","[ 0.15892501 -0.19533804 -0.19745441 ..., -0.29317967 -0.007      -0.065     ]"
"[ 0.14465528  0.06887571 -0.02484142 ...,  0.39001491  0.0035     -0.0595    ]","[-0.14572796  0.2275608  -0.05587624 ..., -0.44667694 -0.0035     -0.0585    ]","[-0.08001779  0.1624696  -0.06549283 ...,  0.41737687 -0.006      -0.072     ]","[-0.07299666  0.21225691  0.13899169 ...,  0.39806083 -0.00249998 -0.0675    ]","[ 0.15892501 -0.19533804 -0.19745441 ..., -0.29417967 -0.007      -0.066     ]"
"[ 0.14515537  0.06837571 -0.02434142 ...,  0.38851491  0.005      -0.062     ]","[-0.14722796  0.2260608  -0.05437624 ..., -0.44717694 -0.001      -0.06      ]","[-0.07951779  0.1629696  -0.06599283 ...,  0.41687687 -0.0055     -0.0725    ]","[-0.07649666  0.20875691  0.14249169 ...,  0.39656084 -0.00499998 -0.071     ]","[ 0.15842501 -0.19483804 -0.19695441 ..., -0.29267967 -0.0055     -0.0665    ]"
"[ 0.14515537  0.06637571 -0.02334142 ...,  0.38651491  0.005      -0.064     ]","[-0.14522796  0.2280608  -0.05637624 ..., -0.44517694 -0.003      -0.063     ]","[-0.08101779  0.1614696  -0.06449283 ...,  0.41837687 -0.005      -0.074     ]","[-0.07649666  0.20875691  0.14249169 ...,  0.39656084 -0.00599998 -0.073     ]","[ 0.15592501 -0.19233804 -0.19445441 ..., -0.28817967 -0.002      -0.069     ]"
"[ 0.1446554   0.06587571 -0.02284142 ...,  0.38801491  0.0055     -0.0635    ]","[-0.14372796  0.2295608  -0.05787624 ..., -0.44467694 -0.0035     -0.0645    ]","[-0.08151779  0.1609696  -0.06399283 ...,  0.41887687 -0.0055     -0.0755    ]","[-0.07399666  0.21025691  0.13999169 ...,  0.39506084 -0.00749998 -0.0705    ]","[ 0.15592501 -0.19233804 -0.19445441 ..., -0.28817967 -0.001      -0.07      ]"
"[ 0.14815539  0.06837571 -0.02534141 ...,  0.39051491  0.003      -0.062     ]","[-0.14272796  0.2305608  -0.05887624 ..., -0.44367694 -0.0015     -0.0665    ]","[-0.08251779  0.1599696  -0.06299283 ...,  0.41587687 -0.0055     -0.0785    ]","[-0.07449667  0.20975691  0.14049169 ...,  0.39456084 -0.00499998 -0.07      ]","[ 0.15542501 -0.19183804 -0.1959544  ..., -0.28967967 -0.0005     -0.0705    ]"
"[ 0.14715539  0.06737571 -0.02434141 ...,  0.38951491  0.002      -0.061     ]","[-0.14522796  0.2280608  -0.05637624 ..., -0.44517694  0.002      -0.07      ]","[-0.08301779  0.1594696  -0.06249283 ...,  0.41537687 -0.006      -0.077     ]","[-0.07499667  0.20925691  0.14099169 ...,  0.39506084 -0.00449998 -0.0705    ]","[ 0.15642501 -0.19283804 -0.1969544  ..., -0.29267966 -0.0025     -0.0715    ]"
"[ 0.14565539  0.06587571 -0.02284141 ...,  0.38801491  0.0005     -0.0605    ]","[-0.14722796  0.2260608  -0.05437624 ..., -0.44517694  0.003      -0.072     ]","[-0.08201779  0.1604696  -0.06349283 ...,  0.41437687 -0.005      -0.078     ]","[-0.07549667  0.20875691  0.14149169 ...,  0.39556084 -0.00399998 -0.071     ]","[  1.58925012e-01  -1.95338037e-01  -1.99454399e-01 ...,  -2.93179665e-01
  -1.57348788e-10  -7.19999997e-02]"
"[  1.44155406e-01   6.63757121e-02  -2.33413954e-02 ...,   3.86514908e-01
   6.57069752e-10  -6.19999997e-02]","[-0.14572796  0.2275608  -0.05587624 ..., -0.44567694  0.0045     -0.0735    ]","[-0.07751779  0.1649696  -0.06799283 ...,  0.41487687 -0.0015     -0.0825    ]","[-0.07049667  0.21375691  0.13649169 ...,  0.39356084 -0.00599998 -0.072     ]","[ 0.15892501 -0.19533804 -0.1994544  ..., -0.29317967  0.002      -0.073     ]"
"[ 0.14365541  0.06587571 -0.0228414  ...,  0.38701491  0.0005     -0.0605    ]","[-0.14422796  0.2290608  -0.05737624 ..., -0.44717694  0.004      -0.072     ]","[-0.07901779  0.1634696  -0.06649283 ...,  0.41637687 -0.002      -0.084     ]","[-0.06999667  0.21425691  0.13599169 ...,  0.39406084 -0.00649998 -0.0725    ]","[  1.55925012e-01  -1.92338037e-01  -1.96454399e-01 ...,  -2.96179665e-01
  -1.53976386e-10  -7.39999997e-02]"
"[ 0.14215541  0.06437571 -0.0213414  ...,  0.38451491 -0.002      -0.058     ]","[-0.14322796  0.2300608  -0.05837624 ..., -0.44917694  0.002      -0.074     ]","[-0.08301779  0.1594696  -0.06249283 ...,  0.41837687 -0.004      -0.088     ]","[-0.07549667  0.20875691  0.14149169 ...,  0.39956084 -0.01099998 -0.076     ]","[ 0.15442501 -0.19083804 -0.1949544  ..., -0.29867966 -0.0015     -0.0745    ]"
"[ 0.14315541  0.06537571 -0.0223414  ...,  0.38351491 -0.003      -0.059     ]","[ -1.42227962e-01   2.31060800e-01  -5.93762357e-02 ...,  -4.48176943e-01
   2.44403349e-10  -7.40000000e-02]","[-0.08451779  0.1579696  -0.06099283 ...,  0.41887687 -0.0055     -0.0865    ]","[-0.07449667  0.20975691  0.14049169 ...,  0.39856084 -0.00999998 -0.075     ]","[ 0.15792501 -0.19433804 -0.1984544  ..., -0.30017966  0.001      -0.076     ]"
"[ 0.14615541  0.06837571 -0.0253414  ...,  0.38351491 -0.002      -0.059     ]","[-0.14122796  0.2320608  -0.06037623 ..., -0.44917694 -0.001      -0.073     ]","[-0.0840178   0.15846959 -0.06149282 ...,  0.41737687 -0.004      -0.085     ]","[-0.07499667  0.20925691  0.14099169 ...,  0.40006084 -0.00949998 -0.0735    ]","[ 0.15992501 -0.19633804 -0.2004544  ..., -0.30217966  0.003      -0.078     ]"
"[ 0.14415541  0.06737571 -0.0243414  ...,  0.38151491 -0.004      -0.06      ]","[-0.14172796  0.2315608  -0.05987624 ..., -0.45067694 -0.0025     -0.0715    ]","[-0.0815178   0.16096959 -0.06399282 ...,  0.41587687 -0.0035     -0.0825    ]","[-0.07599667  0.20825691  0.14199169 ...,  0.39906085 -0.01249998 -0.0765    ]","[ 0.15592501 -0.19233804 -0.1964544  ..., -0.29817966  0.004      -0.082     ]"
"[ 0.14215541  0.06537571 -0.0223414  ...,  0.38251491 -0.006      -0.062     ]","[-0.14422796  0.2290608  -0.05837624 ..., -0.45017694 -0.005      -0.069     ]","[-0.0850178   0.15746959 -0.06049282 ...,  0.41937687 -0.006      -0.086     ]","[-0.07649667  0.20775691  0.14249169 ...,  0.39956085 -0.01299998 -0.077     ]","[ 0.15592501 -0.19233804 -0.1964544  ..., -0.29817966  0.004      -0.083     ]"
"[ 0.14215541  0.06537571 -0.0223414  ...,  0.38351491 -0.007      -0.064     ]","[-0.14422796  0.2290608  -0.05937624 ..., -0.44917694 -0.007      -0.068     ]","[-0.0860178   0.15546959 -0.05849282 ...,  0.42037687 -0.008      -0.088     ]","[-0.07549667  0.20875691  0.14149169 ...,  0.39856085 -0.01199998 -0.076     ]","[ 0.15792501 -0.19433804 -0.1984544  ..., -0.29517966  0.001      -0.086     ]"
"[ 0.14615541  0.06937571 -0.0263414  ...,  0.38651491 -0.006      -0.066     ]","[-0.14272796  0.2305608  -0.06087624 ..., -0.45067694 -0.0055     -0.0705    ]","[-0.0865178   0.1529696  -0.05799282 ...,  0.41787687 -0.0055     -0.0885    ]","[-0.07099667  0.21325691  0.13699169 ...,  0.39406085 -0.00749998 -0.0765    ]","[ 0.15842501 -0.19483804 -0.1989544  ..., -0.29567966  0.0005     -0.0855    ]"
"[ 0.14765541  0.07087571 -0.0278414  ...,  0.38801491 -0.0045     -0.0655    ]","[-0.14422796  0.2290608  -0.05937624 ..., -0.44917694 -0.004      -0.072     ]","[-0.0870178   0.1524696  -0.05749282 ...,  0.41637687 -0.006      -0.087     ]","[-0.07249667  0.21175691  0.13849169 ...,  0.39256085 -0.00899998 -0.078     ]","[ 0.15692501 -0.19333804 -0.1974544  ..., -0.29617966 -0.001      -0.087     ]"
"[  1.43155406e-01   6.73757127e-02  -2.33413965e-02 ...,   3.92514908e-01
   7.21990596e-10  -6.99999998e-02]","[-0.14722796  0.2260608  -0.05537624 ..., -0.44717694 -0.004      -0.076     ]","[-0.0870178   0.1524696  -0.05749282 ...,  0.41737687 -0.005      -0.088     ]","[-0.07349667  0.21075691  0.13949169 ...,  0.39256085 -0.00999998 -0.079     ]","[ 0.15392501 -0.19033804 -0.1944544  ..., -0.29817966 -0.002      -0.088     ]"
"[ 0.14215541  0.06637571 -0.0223414  ...,  0.39251491  0.001      -0.071     ]","[-0.14522796  0.2280608  -0.05737624 ..., -0.44517694 -0.003      -0.078     ]","[-0.0865178   0.1529696  -0.05799282 ...,  0.41687687 -0.0045     -0.0885    ]","[-0.07499667  0.20925691  0.14099169 ...,  0.39406085 -0.01149998 -0.0805    ]","[ 0.15242501 -0.18883804 -0.1929544  ..., -0.29767966 -0.0015     -0.0865    ]"
"[ 0.14265541  0.06687571 -0.0228414  ...,  0.39101491  0.0005     -0.0715    ]","[-0.14422796  0.2290608  -0.05837624 ..., -0.44617694 -0.002      -0.079     ]","[-0.0855178   0.1539696  -0.05899282 ...,  0.41487687 -0.0035     -0.0885    ]","[-0.07349667  0.21075691  0.13949169 ...,  0.39556084 -0.01299998 -0.079     ]","[ 0.15492501 -0.19133804 -0.1954544  ..., -0.30017966  0.001      -0.085     ]"
"[ 0.13915542  0.06337571 -0.0193414  ...,  0.39051491 -0.002      -0.07      ]","[-0.14172796  0.2315608  -0.06087624 ..., -0.45067694  0.0015     -0.0815    ]","[-0.0860178   0.1534696  -0.05849282 ...,  0.41437687 -0.003      -0.09      ]","[-0.07499667  0.20925691  0.14099169 ...,  0.39506085 -0.01249998 -0.0785    ]","[ 0.15792501 -0.19433804 -0.1984544  ..., -0.30317966  0.004      -0.084     ]"
