policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[ 0.13515533  0.07737572 -0.02434142 ...,  0.35851491  0.00399999 -0.022     ]","[-0.16172795  0.23756082 -0.06087623 ..., -0.43867696  0.0005     -0.0255    ]","[-0.07051779  0.1789696  -0.07999283 ...,  0.38287687  0.0055     -0.0165    ]","[-0.07399665  0.2172569   0.14199168 ...,  0.39106083 -0.0005     -0.0275    ]","[ 0.15242469 -0.19283804 -0.17795442 ..., -0.26167967  0.0005     -0.0295    ]"
"[ 0.13365533  0.07887572 -0.02384142 ...,  0.36001491  0.00449999 -0.0215    ]","[ -1.63227946e-01   2.39060822e-01  -6.23762333e-02 ...,  -4.39176959e-01
  -4.28217438e-11  -2.50000001e-02]","[-0.07101779  0.1794696  -0.07949283 ...,  0.38337687  0.005      -0.018     ]","[-0.07549665  0.2157569   0.14349168 ...,  0.39256083 -0.002      -0.029     ]","[ 0.14992469 -0.19033804 -0.17845442 ..., -0.26517967 -0.002      -0.033     ]"
"[ 0.13415533  0.08137572 -0.02734142 ...,  0.35851491  0.00299999 -0.024     ]","[-0.16322795  0.23906082 -0.06237623 ..., -0.44017696 -0.001      -0.024     ]","[-0.07001779  0.1794696  -0.08049283 ...,  0.38137687  0.004      -0.023     ]","[-0.07349665  0.2177569   0.14149168 ...,  0.39056083 -0.001      -0.029     ]","[ 0.15092469 -0.19133804 -0.17845442 ..., -0.26517967 -0.002      -0.033     ]"
"[ 0.13315533  0.08437572 -0.03034142 ...,  0.35751491  0.00199999 -0.027     ]","[ -1.62227946e-01   2.37060822e-01  -6.03762333e-02 ...,  -4.41176959e-01
  -5.77774895e-11  -2.20000001e-02]","[-0.07101779  0.1804696  -0.07949283 ...,  0.38137687  0.004      -0.026     ]","[-0.07349665  0.2177569   0.14149168 ...,  0.39156083 -0.001      -0.03      ]","[ 0.15292469 -0.19433804 -0.18045442 ..., -0.26217967 -0.002      -0.034     ]"
"[ 0.13415533  0.08537572 -0.03234142 ...,  0.35851491  0.00399999 -0.031     ]","[-0.16222795  0.23506082 -0.05837623 ..., -0.44417696 -0.001      -0.021     ]","[-0.07001779  0.1794696  -0.08049283 ...,  0.38337687  0.005      -0.029     ]","[-0.07199665  0.2162569   0.13999168 ...,  0.39206083 -0.0015     -0.0315    ]","[ 0.15492469 -0.19633804 -0.18245442 ..., -0.26117967 -0.002      -0.035     ]"
"[ 0.13315533  0.08637572 -0.03334142 ...,  0.35951491  0.00399999 -0.033     ]","[-0.16172795  0.23456082 -0.05787623 ..., -0.44467696 -0.0015     -0.0205    ]","[-0.07101779  0.1784696  -0.07949283 ...,  0.38237687  0.004      -0.03      ]","[ -7.34966520e-02   2.14756897e-01   1.41491680e-01 ...,   3.92560831e-01
   1.21900201e-10  -3.49999952e-02]","[ 0.15192469 -0.19333804 -0.17945442 ..., -0.26317967 -0.001      -0.037     ]"
"[ 0.13265533  0.08587572 -0.03284142 ...,  0.36001491  0.00449999 -0.0335    ]","[-0.16022795  0.23606082 -0.05937623 ..., -0.44417696  0.001      -0.024     ]","[-0.07001779  0.1774696  -0.08049283 ...,  0.38237687  0.005      -0.03      ]","[-0.07199665  0.2162569   0.13999168 ...,  0.39106083 -0.0005     -0.0375    ]","[ 0.15092469 -0.19233804 -0.17745442 ..., -0.26417967 -0.001      -0.037     ]"
"[ 0.13115533  0.08637572 -0.03334142 ...,  0.36351491  0.00299999 -0.037     ]","[-0.15872795  0.23556082 -0.05887623 ..., -0.44267696 -0.0005     -0.0255    ]","[-0.07101779  0.1794696  -0.07949283 ...,  0.38437688  0.006      -0.028     ]","[-0.07049665  0.2177569   0.13849168 ...,  0.39156083  0.001      -0.036     ]","[ 0.15192469 -0.19333804 -0.17845442 ..., -0.26517967 -0.002      -0.036     ]"
"[ 0.13015533  0.08537572 -0.03434142 ...,  0.36651491  0.00199999 -0.038     ]","[-0.15772795  0.23556082 -0.05887623 ..., -0.44367696  0.0005     -0.0245    ]","[-0.07001779  0.1794696  -0.07949283 ...,  0.38637688  0.006      -0.03      ]","[-0.07099665  0.2172569   0.13899168 ...,  0.39106083  0.0005     -0.0365    ]","[ 0.15292469 -0.19433804 -0.17845442 ..., -0.26817967 -0.003      -0.037     ]"
"[ 0.13115533  0.08437572 -0.03434142 ...,  0.36551491  0.00099999 -0.035     ]","[ -1.56227949e-01   2.35060822e-01  -5.83762333e-02 ...,  -4.44176959e-01
  -5.84735773e-11  -2.60000001e-02]","[-0.07051779  0.1789696  -0.07899283 ...,  0.38687688  0.0065     -0.0305    ]","[ -7.24966520e-02   2.15756897e-01   1.40491680e-01 ...,   3.92560831e-01
   1.22821735e-10  -3.39999952e-02]","[ 0.15492469 -0.19633804 -0.18045442 ..., -0.26917967 -0.005      -0.035     ]"
"[ 0.13065533  0.08487572 -0.03484142 ...,  0.36601491  0.00049999 -0.0345    ]","[ -1.53227949e-01   2.35060822e-01  -5.83762333e-02 ...,  -4.44176959e-01
  -6.33854356e-11  -2.70000001e-02]","[-0.07101779  0.1784696  -0.07849283 ...,  0.38637688  0.006      -0.031     ]","[-0.07149665  0.2167569   0.13949168 ...,  0.39156083 -0.001      -0.035     ]","[ 0.15392469 -0.19533804 -0.18045442 ..., -0.27017967 -0.005      -0.032     ]"
"[  1.29155329e-01   8.43757232e-02  -3.43414239e-02 ...,   3.67514905e-01
  -5.76241820e-09  -3.30000002e-02]","[-0.15222795  0.23406082 -0.05737623 ..., -0.44417696 -0.001      -0.028     ]","[-0.07001779  0.1774696  -0.08049283 ...,  0.38637688  0.005      -0.033     ]","[-0.07099665  0.2172569   0.13899168 ...,  0.39106083 -0.0005     -0.0345    ]","[ 0.15292469 -0.19433804 -0.17945442 ..., -0.27117967 -0.004      -0.03      ]"
"[ 0.12965533  0.08387572 -0.03384142 ...,  0.36701491  0.00049999 -0.0335    ]","[-0.15022795  0.23606082 -0.05937623 ..., -0.44217696  0.001      -0.028     ]","[-0.07001779  0.1784696  -0.08049283 ...,  0.38737688  0.005      -0.032     ]","[-0.07349665  0.2157569   0.14049168 ...,  0.39356083 -0.001      -0.036     ]","[ 0.15592469 -0.19733804 -0.18245442 ..., -0.27017967 -0.004      -0.027     ]"
"[ 0.12815533  0.08537572 -0.03434142 ...,  0.36851491 -0.00100001 -0.033     ]","[-0.15072795  0.23456082 -0.05787623 ..., -0.44267696  0.0015     -0.0275    ]","[-0.07101779  0.1794696  -0.07949283 ...,  0.38837688  0.004      -0.031     ]","[-0.07299665  0.2162569   0.13999168 ...,  0.39506083 -0.0005     -0.0365    ]","[ 0.15592469 -0.19733804 -0.18245442 ..., -0.27117967 -0.004      -0.029     ]"
"[ 0.12815533  0.08537572 -0.03134142 ...,  0.36951491  0.00099999 -0.033     ]","[-0.15122795  0.23406082 -0.05737623 ..., -0.44117696  0.002      -0.026     ]","[-0.07201779  0.1804696  -0.07849283 ...,  0.38737688  0.005      -0.03      ]","[-0.07249665  0.2167569   0.13949168 ...,  0.39456083 -0.001      -0.035     ]","[ 0.15492469 -0.19633804 -0.18145442 ..., -0.27117967 -0.004      -0.029     ]"
"[ 0.12915533  0.08437572 -0.03034142 ...,  0.37051491  0.00199999 -0.032     ]","[-0.15122795  0.23506082 -0.05837623 ..., -0.44517696  0.002      -0.026     ]","[-0.07101779  0.1794696  -0.07949283 ...,  0.38837688  0.004      -0.029     ]","[ -7.14966520e-02   2.17756897e-01   1.38491680e-01 ...,   3.93560831e-01
   1.21172528e-10  -3.39999952e-02]","[ 0.15342469 -0.19483804 -0.17995442 ..., -0.27067967 -0.0075     -0.0275    ]"
"[ 0.12815533  0.08537572 -0.03134142 ...,  0.37051491  0.00199999 -0.031     ]","[-0.15122795  0.23606082 -0.05937623 ..., -0.44417696  0.002      -0.027     ]","[-0.06901779  0.1774696  -0.08149283 ...,  0.38937688  0.005      -0.027     ]","[-0.07099665  0.2182569   0.13799168 ...,  0.39406083 -0.0005     -0.0345    ]","[ 0.15392469 -0.19533804 -0.18045442 ..., -0.27017967 -0.006      -0.028     ]"
"[ 0.12815533  0.08637572 -0.03134142 ...,  0.3715149   0.00199999 -0.032     ]","[-0.15172795  0.23556082 -0.05887623 ..., -0.44367696  0.0015     -0.0275    ]","[-0.06901779  0.1764696  -0.08149283 ...,  0.38837688  0.004      -0.024     ]","[-0.07149665  0.2177569   0.13849168 ...,  0.39556083 -0.001      -0.039     ]","[ 0.15342469 -0.19483804 -0.17995442 ..., -0.27067967 -0.0065     -0.0285    ]"
"[ 0.12765533  0.08687572 -0.03184142 ...,  0.3710149   0.00149999 -0.0335    ]","[-0.15322795  0.23406082 -0.05737623 ..., -0.44217696  0.001      -0.029     ]","[-0.07001779  0.1744696  -0.08049283 ...,  0.39037688  0.003      -0.023     ]","[ -7.04966520e-02   2.18756897e-01   1.37491680e-01 ...,   3.96560831e-01
   1.22886539e-10  -3.79999952e-02]","[ 0.15542469 -0.19683804 -0.18195442 ..., -0.27067967 -0.0045     -0.0305    ]"
"[ 0.12615533  0.08837572 -0.03334142 ...,  0.3725149   0.00099999 -0.032     ]","[-0.15222795  0.23506082 -0.05837623 ..., -0.44317696  0.002      -0.028     ]","[-0.06901779  0.1714696  -0.08149283 ...,  0.39137688  0.003      -0.021     ]","[-0.06999665  0.2192569   0.13699168 ...,  0.39506083 -0.0015     -0.0375    ]","[ 0.15392469 -0.19533804 -0.18045442 ..., -0.27217967 -0.007      -0.029     ]"
"[ 0.12565533  0.08887572 -0.03384142 ...,  0.3730149   0.00049999 -0.0325    ]","[-0.15122795  0.23606082 -0.05937623 ..., -0.44417696  0.002      -0.029     ]","[-0.06901779  0.1714696  -0.08149283 ...,  0.39337688  0.002      -0.02      ]","[-0.07049665  0.2187569   0.13749168 ...,  0.39556083  0.001      -0.036     ]","[ 0.15492469 -0.19633804 -0.18145442 ..., -0.27317967 -0.006      -0.03      ]"
"[ 0.12615533  0.08937572 -0.03434142 ...,  0.3745149   0.00299999 -0.037     ]","[-0.15322795  0.23506082 -0.05837623 ..., -0.44417696  0.003      -0.026     ]","[-0.07051779  0.1729696  -0.07999283 ...,  0.39187688  0.0005     -0.0205    ]","[-0.06899665  0.2202569   0.13599168 ...,  0.39506083 -0.0005     -0.0375    ]","[ 0.15492469 -0.19633804 -0.18245442 ..., -0.27317967 -0.006      -0.03      ]"
"[ 0.12665533  0.08887572 -0.03384142 ...,  0.3750149   0.00049999 -0.0385    ]","[-0.15372795  0.23556082 -0.05887623 ..., -0.44367696  0.0025     -0.0255    ]","[-0.07001779  0.1724696  -0.08049283 ...,  0.39337688  0.001      -0.021     ]","[-0.06949665  0.2197569   0.13649168 ...,  0.39556083 -0.001      -0.038     ]","[ 0.15492469 -0.19633804 -0.18345442 ..., -0.27417967 -0.008      -0.033     ]"
"[ 0.12715533  0.08837572 -0.03334142 ...,  0.3745149  -0.00100001 -0.037     ]","[-0.15122795  0.23706082 -0.06037623 ..., -0.44217696  0.002      -0.023     ]","[-0.06951779  0.1719696  -0.08099283 ...,  0.39387688  0.0025     -0.0215    ]","[-0.07049665  0.2187569   0.13749168 ...,  0.39656083 -0.002      -0.037     ]","[ 0.15642469 -0.19783804 -0.18495442 ..., -0.27467967 -0.0065     -0.0345    ]"
"[ 0.12915533  0.08737572 -0.03234142 ...,  0.3735149  -0.00200001 -0.034     ]","[-0.15072795  0.23556082 -0.05887623 ..., -0.44367696  0.0005     -0.0215    ]","[-0.07001779  0.1724696  -0.08049283 ...,  0.39237688  0.003      -0.023     ]","[-0.06999665  0.2192569   0.13699168 ...,  0.39606083 -0.0025     -0.0375    ]","[ 0.15792469 -0.19933804 -0.18645442 ..., -0.27317967 -0.005      -0.035     ]"
"[ 0.12965533  0.08687572 -0.03184142 ...,  0.3730149  -0.00150001 -0.0335    ]","[-0.15222795  0.23506082 -0.05737623 ..., -0.44517696  0.001      -0.023     ]","[-0.06951779  0.1719696  -0.08099283 ...,  0.39287688  0.0035     -0.0235    ]","[-0.06949665  0.2197569   0.13649168 ...,  0.39456083 -0.004      -0.037     ]","[ 0.15642469 -0.19783804 -0.18495442 ..., -0.27467967 -0.0045     -0.0355    ]"
"[ 0.13015533  0.08637572 -0.03134142 ...,  0.3735149  -0.00200001 -0.032     ]","[-0.15172795  0.23456082 -0.05687623 ..., -0.44567696  0.0025     -0.0245    ]","[-0.07151779  0.1739696  -0.07899283 ...,  0.39487688  0.0025     -0.0255    ]","[-0.06799665  0.2192569   0.13499168 ...,  0.39506083 -0.0055     -0.0355    ]","[ 0.15492469 -0.19633804 -0.18345442 ..., -0.27417967 -0.005      -0.037     ]"
"[ 0.12865533  0.08787572 -0.03284142 ...,  0.3720149  -0.00150001 -0.0315    ]","[-0.15172795  0.23556082 -0.05787623 ..., -0.44367696  0.0015     -0.0245    ]","[-0.07201779  0.1754696  -0.07849283 ...,  0.39337688  0.003      -0.027     ]","[-0.06949665  0.2177569   0.13649168 ...,  0.39656083 -0.003      -0.033     ]","[ 0.15542469 -0.19683804 -0.18395442 ..., -0.27367967 -0.0045     -0.0375    ]"
"[ 0.12715533  0.08937572 -0.03434142 ...,  0.3735149  -0.00100001 -0.03      ]","[-0.15222795  0.23506082 -0.05737623 ..., -0.44217696  0.003      -0.026     ]","[-0.07151779  0.1739696  -0.07899283 ...,  0.39287688  0.0045     -0.0285    ]","[-0.06949665  0.2177569   0.13649168 ...,  0.39756083 -0.003      -0.032     ]","[ 0.15492469 -0.19633804 -0.18545441 ..., -0.27417967 -0.003      -0.038     ]"
"[ 0.13015533  0.08637572 -0.03234142 ...,  0.3715149   0.00099999 -0.033     ]","[-0.15172795  0.23556082 -0.05787623 ..., -0.44267696  0.0025     -0.0275    ]","[-0.07101779  0.1754696  -0.07949283 ...,  0.39437688  0.006      -0.03      ]","[-0.06899665  0.2182569   0.13599168 ...,  0.39606083 -0.0025     -0.0335    ]","[ 0.15492469 -0.19633804 -0.18545441 ..., -0.27417967 -0.004      -0.037     ]"
"[ 0.12965533  0.08687572 -0.03284142 ...,  0.3730149   0.00249999 -0.0355    ]","[-0.15022795  0.23706082 -0.05937623 ..., -0.44317696  0.004      -0.026     ]","[-0.07151779  0.1759696  -0.07899283 ...,  0.39387688  0.0055     -0.0305    ]","[-0.06949665  0.2177569   0.13649168 ...,  0.39656083 -0.003      -0.032     ]","[ 0.15592469 -0.19733804 -0.18645441 ..., -0.27317967 -0.005      -0.036     ]"
"[ 0.12915533  0.08637572 -0.03234142 ...,  0.3745149   0.00099999 -0.033     ]","[-0.15122795  0.23606082 -0.05837623 ..., -0.44417696  0.005      -0.027     ]","[-0.07301779  0.1774696  -0.07749283 ...,  0.39437687  0.003      -0.03      ]","[-0.06999665  0.2172569   0.13699168 ...,  0.39706083 -0.0035     -0.0305    ]","[ 0.15592469 -0.19733804 -0.18645441 ..., -0.27317967 -0.004      -0.037     ]"
"[ 0.12865533  0.08687572 -0.03184142 ...,  0.3740149   0.00049999 -0.0325    ]","[-0.15122795  0.23606082 -0.05837623 ..., -0.44517696  0.005      -0.026     ]","[-0.07451779  0.1789696  -0.07599283 ...,  0.39487687  0.0035     -0.0315    ]","[-0.06949665  0.2177569   0.13649168 ...,  0.39656083 -0.003      -0.032     ]","[ 0.15492469 -0.19633804 -0.18445441 ..., -0.27417967 -0.004      -0.03700001]"
"[ 0.12915533  0.08837572 -0.03334142 ...,  0.3735149   0.00099999 -0.031     ]","[-0.15122795  0.23606082 -0.05837623 ..., -0.44417696  0.006      -0.027     ]","[-0.07101779  0.1754696  -0.07949283 ...,  0.39637687  0.004      -0.031     ]","[-0.06949665  0.2177569   0.13649168 ...,  0.39556083 -0.001      -0.033     ]","[ 0.15492469 -0.19633804 -0.18545441 ..., -0.27717967 -0.005      -0.03700001]"
"[ 0.12965533  0.08987572 -0.03484142 ...,  0.3750149  -0.00050001 -0.0315    ]","[-0.15022795  0.23706082 -0.05937623 ..., -0.44317696  0.005      -0.028     ]","[-0.07051779  0.1749696  -0.07999283 ...,  0.39587687  0.0035     -0.0305    ]","[-0.06949665  0.2177569   0.13649168 ...,  0.39456083 -0.001      -0.035     ]","[ 0.15592469 -0.19733804 -0.18645441 ..., -0.27617967 -0.005      -0.03700001]"
"[ 0.13115533  0.08937572 -0.03434142 ...,  0.3735149   0.00099999 -0.028     ]","[-0.15122795  0.23606082 -0.05837623 ..., -0.44417696  0.004      -0.028     ]","[-0.07101779  0.1754696  -0.07949283 ...,  0.39837687  0.002      -0.033     ]","[ -7.04966520e-02   2.16756897e-01   1.37491680e-01 ...,   3.93560830e-01
   4.14406339e-10  -3.49999952e-02]","[ 0.15542469 -0.19683804 -0.18595441 ..., -0.27767967 -0.0035     -0.03850001]"
"[ 0.13165533  0.08987572 -0.03384142 ...,  0.3750149   0.00349999 -0.0265    ]","[-0.15022795  0.23706082 -0.05937623 ..., -0.44317696  0.003      -0.029     ]","[-0.07001779  0.1744696  -0.07849283 ...,  0.39937687  0.001      -0.034     ]","[ -6.94966520e-02   2.17756898e-01   1.36491680e-01 ...,   3.94560830e-01
   4.51792375e-10  -3.49999952e-02]","[ 0.15492469 -0.19633804 -0.18645441 ..., -0.27817967 -0.005      -0.04100001]"
"[ 0.13115533  0.09037572 -0.03434142 ...,  0.3755149   0.00299999 -0.025     ]","[-0.14972795  0.23756082 -0.05987623 ..., -0.44367696  0.0015     -0.0295    ]","[-0.07001779  0.1734696  -0.07849283 ...,  0.39837687  0.002      -0.035     ]","[ -6.84966520e-02   2.18756897e-01   1.35491680e-01 ...,   3.95560830e-01
   4.51847756e-10  -3.59999952e-02]","[ 0.15392469 -0.19533804 -0.18545441 ..., -0.27717967 -0.004      -0.04000001]"
"[ 0.13115533  0.09037572 -0.03434142 ...,  0.37551491  0.00299999 -0.027     ]","[-0.14822795  0.23906082 -0.06137623 ..., -0.44517696  0.002      -0.031     ]","[-0.07151779  0.1749696  -0.07699283 ...,  0.39887687  0.0005     -0.0335    ]","[-0.06899665  0.2182569   0.13599168 ...,  0.39506083  0.0015     -0.0345    ]","[ 0.15342469 -0.19483804 -0.18495441 ..., -0.27767967 -0.0045     -0.03950001]"
"[ 0.13215533  0.08937572 -0.03334142 ...,  0.37651491  0.00299999 -0.03      ]","[-0.14722795  0.24006082 -0.06237623 ..., -0.44417696  0.002      -0.027     ]","[-0.07101779  0.1744696  -0.07749283 ...,  0.39937687  0.001      -0.032     ]","[-0.06949665  0.2177569   0.13649168 ...,  0.39656083  0.002      -0.036     ]","[ 0.15292469 -0.19433804 -0.18445441 ..., -0.27917967 -0.004      -0.04000001]"
"[ 0.13315533  0.08937572 -0.03334142 ...,  0.37651491  0.00399999 -0.032     ]","[-0.14772795  0.23956082 -0.06187623 ..., -0.44367696  0.0015     -0.0275    ]","[-0.07001779  0.1734696  -0.07849283 ...,  0.39837687  0.002      -0.033     ]","[-0.06799665  0.2192569   0.13499168 ...,  0.39706083  0.0025     -0.0345    ]","[ 0.15192469 -0.19333804 -0.18345441 ..., -0.27817967 -0.005      -0.04100001]"
"[ 0.13215533  0.09037572 -0.03434142 ...,  0.37851491  0.00399999 -0.033     ]","[-0.14722795  0.24006082 -0.06237623 ..., -0.44417696  0.002      -0.027     ]","[-0.07051779  0.1739696  -0.07799283 ...,  0.39887687  0.0015     -0.0335    ]","[-0.06749665  0.2197569   0.13449168 ...,  0.39556083  0.003      -0.034     ]","[ 0.15292469 -0.19433804 -0.18545441 ..., -0.27817967 -0.007      -0.04200001]"
"[ 0.13115533  0.09137572 -0.03534142 ...,  0.37951491  0.00399999 -0.035     ]","[-0.14922795  0.23806082 -0.06037623 ..., -0.44517696  0.003      -0.025     ]","[-0.07051779  0.1739696  -0.07799283 ...,  0.39987687  0.0015     -0.0355    ]","[-0.06649665  0.2197569   0.13349168 ...,  0.39756083  0.005      -0.034     ]","[ 0.15342469 -0.19483804 -0.18595441 ..., -0.27667967 -0.0085     -0.04050001]"
"[ 0.13065533  0.09187572 -0.03584142 ...,  0.38101491  0.00349999 -0.0365    ]","[-0.15122795  0.23706082 -0.05937623 ..., -0.44717696  0.002      -0.023     ]","[-0.07101779  0.1744696  -0.07749283 ...,  0.39737687  0.002      -0.037     ]","[-0.06549665  0.2207569   0.13249168 ...,  0.39656083  0.006      -0.032     ]","[ 0.15392469 -0.19533804 -0.18645441 ..., -0.27817967 -0.008      -0.04200001]"
