policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[ 0.13115528  0.06737573 -0.01934144 ...,  0.34651491 -0.006      -0.016     ]","[-0.16322794  0.23806078 -0.05837623 ..., -0.43017695  0.003      -0.011     ]","[-0.07851779  0.18196958 -0.07199283 ...,  0.37387688 -0.0025     -0.0195    ]","[-0.08349666  0.20675691  0.15149168 ...,  0.38556083 -0.001      -0.013     ]","[ 0.14992469 -0.19433803 -0.1754544  ..., -0.25817967  0.002      -0.018     ]"
"[ 0.13115549  0.06937573 -0.01934144 ...,  0.34651491 -0.006      -0.019     ]","[-0.16372794  0.23756078 -0.05787624 ..., -0.43267695  0.0035     -0.0125    ]","[-0.07951779  0.18296958 -0.07099283 ...,  0.37587688 -0.0005     -0.0225    ]","[-0.08299666  0.20725691  0.15099168 ...,  0.38606083 -0.0005     -0.0125    ]","[ 0.14992469 -0.19433803 -0.1784544  ..., -0.26217967  0.002      -0.021     ]"
"[ 0.13165549  0.06987573 -0.01984144 ...,  0.34801491 -0.0065     -0.0225    ]","[-0.16272794  0.23556078 -0.05687624 ..., -0.43467695  0.0045     -0.0135    ]","[ -7.80177904e-02   1.81469584e-01  -7.24928286e-02 ...,   3.79376875e-01
  -7.20346166e-10  -2.59999999e-02]","[-0.08099666  0.20925691  0.14899168 ...,  0.38506083 -0.0005     -0.0145    ]","[  1.50924689e-01  -1.94338032e-01  -1.78454401e-01 ...,  -2.64179671e-01
   6.24106373e-11  -2.39999999e-02]"
"[ 0.13315549  0.06837573 -0.02134144 ...,  0.34551491 -0.004      -0.02      ]","[-0.16122794  0.23606078 -0.05737624 ..., -0.43717695  0.004      -0.014     ]","[ -8.00177904e-02   1.83469584e-01  -7.04928297e-02 ...,   3.80376875e-01
  -7.20797837e-10  -2.99999999e-02]","[-0.07949666  0.21075691  0.14749168 ...,  0.38756083  0.002      -0.017     ]","[ 0.15292469 -0.19633803 -0.1764544  ..., -0.26617967  0.001      -0.026     ]"
"[ 0.13415549  0.06737573 -0.02234144 ...,  0.34651491 -0.005      -0.021     ]","[-0.16122794  0.23606078 -0.05737624 ..., -0.43817695  0.001      -0.017     ]","[-0.07951779  0.18296958 -0.07099283 ...,  0.38187688  0.0005     -0.0325    ]","[ -8.04966562e-02   2.08756914e-01   1.48491683e-01 ...,   3.89560831e-01
   2.87512825e-09  -1.90000000e-02]","[  1.53924689e-01  -1.96338032e-01  -1.75454401e-01 ...,  -2.66179671e-01
   6.69552416e-11  -2.99999999e-02]"
"[ 0.13515549  0.07037573 -0.02034144 ...,  0.34851491 -0.005      -0.024     ]","[ -1.62227940e-01   2.36060777e-01  -5.73762365e-02 ...,  -4.38176946e-01
   1.14369540e-09  -1.69999995e-02]","[-0.08101779  0.18446958 -0.06949283 ...,  0.38337688  0.002      -0.033     ]","[-0.08099666  0.20825691  0.14899168 ...,  0.39006083 -0.0005     -0.0195    ]","[  1.53924689e-01  -1.96338032e-01  -1.73454401e-01 ...,  -2.68179671e-01
   6.51318469e-11  -3.19999999e-02]"
"[ 0.13815549  0.07137573 -0.02134144 ...,  0.34951491 -0.005      -0.025     ]","[-0.16172794  0.23556078 -0.05687624 ..., -0.43967695 -0.0025     -0.0185    ]","[-0.08001779  0.18346958 -0.07049283 ...,  0.38337688  0.002      -0.033     ]","[-0.08049666  0.20975691  0.14749168 ...,  0.38956083 -0.001      -0.023     ]","[ 0.15292469 -0.19533803 -0.1744544  ..., -0.27017967  0.001      -0.033     ]"
"[ 0.14015549  0.06937573 -0.02334144 ...,  0.35051491 -0.005      -0.025     ]","[-0.16322794  0.23406078 -0.05537624 ..., -0.44117695 -0.001      -0.018     ]","[-0.07951779  0.18296958 -0.07099283 ...,  0.38187688  0.0005     -0.0345    ]","[ -7.94966562e-02   2.10756913e-01   1.46491683e-01 ...,   3.89560831e-01
   2.97331594e-09  -2.60000000e-02]","[ 0.15292469 -0.19533803 -0.1724544  ..., -0.27317967  0.001      -0.034     ]"
"[ 0.13865549  0.07087573 -0.02184144 ...,  0.35101491 -0.0065     -0.0235    ]","[-0.16272794  0.23356078 -0.05487624 ..., -0.44067695 -0.0005     -0.0175    ]","[-0.08151779  0.18296959 -0.06899283 ...,  0.38387688 -0.0015     -0.0345    ]","[ -8.04966562e-02   2.09756913e-01   1.47491683e-01 ...,   3.89560831e-01
   2.97465093e-09  -2.90000000e-02]","[ 0.15342469 -0.19583803 -0.1729544  ..., -0.27267967  0.0015     -0.0365    ]"
"[ 0.13615549  0.07337573 -0.01934144 ...,  0.35351491 -0.005      -0.026     ]","[-0.16422794  0.23206078 -0.05337624 ..., -0.44317695 -0.003      -0.017     ]","[-0.08101779  0.18246959 -0.06949283 ...,  0.38637688 -0.001      -0.036     ]","[-0.07999666  0.21025691  0.14699168 ...,  0.38906083 -0.0005     -0.0305    ]","[  1.55924689e-01  -1.98338032e-01  -1.71454401e-01 ...,  -2.74179671e-01
   6.78115194e-11  -3.69999999e-02]"
"[ 0.13815549  0.07237573 -0.02034144 ...,  0.35351491 -0.004      -0.028     ]","[-0.16422794  0.23106078 -0.05237624 ..., -0.44417695 -0.001      -0.019     ]","[-0.08051779  0.18196959 -0.06899283 ...,  0.38687688 -0.0005     -0.0355    ]","[-0.07849666  0.21175691  0.14549168 ...,  0.38756083  0.001      -0.032     ]","[  1.54924689e-01  -1.97338032e-01  -1.70454401e-01 ...,  -2.74179671e-01
   6.75948087e-11  -3.79999999e-02]"
"[ 0.13715549  0.07337573 -0.01934144 ...,  0.35451491 -0.005      -0.029     ]","[-0.16422794  0.23206078 -0.05337624 ..., -0.44717695 -0.002      -0.022     ]","[-0.07851779  0.18096959 -0.07099283 ...,  0.38787688 -0.0005     -0.0355    ]","[-0.07949666  0.21075691  0.14649168 ...,  0.38856083  0.001      -0.034     ]","[  1.53924689e-01  -1.96338032e-01  -1.70454401e-01 ...,  -2.75179671e-01
   7.08304705e-11  -3.89999999e-02]"
"[ 0.13765549  0.07287573 -0.01984144 ...,  0.35501491 -0.0045     -0.0295    ]","[-0.16222794  0.23306078 -0.05537624 ..., -0.44517695 -0.003      -0.023     ]","[-0.07901779  0.17946959 -0.07049283 ...,  0.38937688 -0.001      -0.037     ]","[-0.08049666  0.20975691  0.14749168 ...,  0.38956083  0.001      -0.031     ]","[ 0.15292469 -0.19533803 -0.1704544  ..., -0.27617967  0.001      -0.04      ]"
"[ 0.13415549  0.07637573 -0.01634144 ...,  0.35351491 -0.002      -0.026     ]","[ -1.62227945e-01   2.31060777e-01  -5.23762366e-02 ...,  -4.48176946e-01
   1.17431600e-09  -2.59999995e-02]","[-0.07851779  0.17896959 -0.07099283 ...,  0.38787688  0.0005     -0.0355    ]","[-0.07949666  0.21075691  0.14649168 ...,  0.38856083  0.002      -0.03      ]","[ 0.15292469 -0.19533803 -0.1684544  ..., -0.27717967  0.002      -0.037     ]"
"[ 0.13365549  0.07587573 -0.01684144 ...,  0.35401491 -0.0005     -0.0245    ]","[-0.16422794  0.22806078 -0.04937624 ..., -0.45217695  0.001      -0.026     ]","[-0.07901779  0.17946959 -0.07049283 ...,  0.38937688  0.001      -0.037     ]","[-0.07849666  0.21175691  0.14549168 ...,  0.38856083  0.001      -0.03      ]","[ 0.15342469 -0.19583803 -0.1709544  ..., -0.27767967  0.0035     -0.0355    ]"
"[ 0.13315549  0.07637573 -0.01634144 ...,  0.35551491 -0.001      -0.026     ]","[-0.16322794  0.22906078 -0.05037624 ..., -0.45317695  0.003      -0.027     ]","[ -8.00177904e-02   1.80469586e-01  -6.94928297e-02 ...,   3.90376875e-01
  -7.47772876e-10  -3.79999999e-02]","[-0.07849666  0.21175691  0.14549168 ...,  0.38856083  0.001      -0.031     ]","[ 0.15392469 -0.19633803 -0.1724544  ..., -0.27917967  0.002      -0.034     ]"
"[ 0.13365549  0.07587573 -0.01684144 ...,  0.35501491 -0.0015     -0.0265    ]","[-0.16322794  0.22906078 -0.05037624 ..., -0.45217695  0.002      -0.029     ]","[-0.07901779  0.17946959 -0.07049283 ...,  0.39037688 -0.001      -0.037     ]","[-0.07999666  0.21025691  0.14699168 ...,  0.39006083 -0.0005     -0.0315    ]","[ 0.15442469 -0.19683803 -0.1719544  ..., -0.27867967  0.0035     -0.0325    ]"
"[ 0.13265549  0.07487573 -0.01784144 ...,  0.35701491 -0.0005     -0.0265    ]","[-0.16422794  0.22906078 -0.05137624 ..., -0.45417695  0.004      -0.032     ]","[ -8.00177904e-02   1.80469586e-01  -6.94928297e-02 ...,   3.91376875e-01
  -7.47290155e-10  -3.79999999e-02]","[-0.07949666  0.21075691  0.14649168 ...,  0.38856083  0.001      -0.03      ]","[ 0.15492469 -0.19533803 -0.1734544  ..., -0.28017967  0.003      -0.034     ]"
"[  1.29155491e-01   7.63757284e-02  -1.43414442e-02 ...,   3.60514906e-01
   2.54142439e-10  -2.40000000e-02]","[-0.16372794  0.22956078 -0.05187624 ..., -0.45367695  0.0045     -0.0315    ]","[-0.08001779  0.18046959 -0.06949283 ...,  0.39237688 -0.001      -0.039     ]","[ -7.64966562e-02   2.12756913e-01   1.43491683e-01 ...,   3.87560831e-01
   2.97462428e-09  -3.10000000e-02]","[ 0.15342469 -0.19383803 -0.1719544  ..., -0.28167967  0.0025     -0.0345    ]"
"[ 0.13015549  0.07537573 -0.01534144 ...,  0.36151491 -0.001      -0.023     ]","[-0.16422794  0.22906078 -0.05137624 ..., -0.45417695  0.004      -0.033     ]","[-0.07901779  0.17846959 -0.07049283 ...,  0.39337688 -0.001      -0.037     ]","[-0.07749666  0.21175691  0.14449168 ...,  0.38856083 -0.001      -0.03      ]","[ 0.15392469 -0.19233803 -0.1724544  ..., -0.28317967  0.002      -0.033     ]"
"[ 0.13115549  0.07437573 -0.01634144 ...,  0.36351491  0.001      -0.024     ]","[-0.16372794  0.22956078 -0.05187624 ..., -0.45367695  0.0025     -0.0335    ]","[-0.07901779  0.17846959 -0.07049283 ...,  0.39337688 -0.002      -0.037     ]","[-0.07899666  0.21025691  0.14599168 ...,  0.38906083 -0.0025     -0.0295    ]","[ 0.15492469 -0.19333803 -0.1754544  ..., -0.28617967  0.001      -0.031     ]"
"[ 0.13265549  0.07287573 -0.01784144 ...,  0.36301491  0.0005     -0.0255    ]","[-0.16322794  0.23106078 -0.05237624 ..., -0.45217695  0.003      -0.032     ]","[-0.08001779  0.17746959 -0.06949283 ...,  0.39037688 -0.002      -0.038     ]","[-0.07849666  0.21075691  0.14549168 ...,  0.38756083 -0.003      -0.031     ]","[ 0.15592469 -0.19233803 -0.1784544  ..., -0.28617967 -0.001      -0.03      ]"
"[  1.31155491e-01   7.53757284e-02  -1.53414442e-02 ...,   3.65514906e-01
   2.60937087e-10  -2.90000000e-02]","[-0.16022795  0.23406078 -0.05537624 ..., -0.45117695  0.002      -0.031     ]","[-0.08201779  0.17846959 -0.06749283 ...,  0.39337688 -0.003      -0.042     ]","[-0.07649666  0.21175691  0.14349168 ...,  0.38556083 -0.002      -0.031     ]","[ 0.15642469 -0.19283803 -0.1799544  ..., -0.28667967  0.0005     -0.0285    ]"
"[ 0.12815549  0.07737573 -0.01434144 ...,  0.36451491 -0.002      -0.031     ]","[-0.15722795  0.23706078 -0.05837624 ..., -0.45217695  0.003      -0.032     ]","[-0.08251779  0.17896959 -0.06699283 ...,  0.39287688 -0.0035     -0.0425    ]","[-0.07749666  0.21075691  0.14449168 ...,  0.38656083 -0.002      -0.032     ]","[  1.55924689e-01  -1.92338032e-01  -1.80454400e-01 ...,  -2.87179671e-01
   2.13093740e-11  -2.70000000e-02]"
"[  1.26155491e-01   7.83757284e-02  -1.53414442e-02 ...,   3.64514906e-01
   2.61448725e-10  -3.40000000e-02]","[-0.15572795  0.23856078 -0.05987624 ..., -0.45267695  0.0025     -0.0325    ]","[-0.08101779  0.17846959 -0.06849283 ...,  0.39437688 -0.002      -0.046     ]","[-0.07799666  0.21025691  0.14499168 ...,  0.38706083 -0.0005     -0.0325    ]","[ 0.15742469 -0.19383803 -0.1799544  ..., -0.28567967 -0.0005     -0.0275    ]"
"[ 0.12265549  0.08087573 -0.01384144 ...,  0.36501491 -0.0005     -0.0355    ]","[-0.15522795  0.23906078 -0.06037624 ..., -0.45417695  0.003      -0.034     ]","[-0.08201779  0.17746959 -0.06749283 ...,  0.39337688 -0.003      -0.048     ]","[ -7.64966562e-02   2.11756914e-01   1.43491683e-01 ...,   3.84560831e-01
   2.98029711e-09  -3.50000000e-02]","[ 0.15792469 -0.19433803 -0.1804544  ..., -0.28717967  0.001      -0.028     ]"
"[  1.25155491e-01   7.93757284e-02  -1.53414442e-02 ...,   3.66514906e-01
   2.61129284e-10  -3.30000000e-02]","[-0.15422795  0.24006078 -0.06137624 ..., -0.45417695  0.003      -0.037     ]","[-0.08101779  0.17446959 -0.06849283 ...,  0.39437688 -0.002      -0.051     ]","[ -7.64966563e-02   2.10756914e-01   1.44491683e-01 ...,   3.84560831e-01
   2.98133199e-09  -3.70000000e-02]","[ 0.15842469 -0.19483803 -0.1819544  ..., -0.28567967  0.0025     -0.0295    ]"
"[ 0.12765549  0.07687573 -0.01784144 ...,  0.36701491  0.0015     -0.0325    ]","[-0.15522795  0.23806078 -0.05937624 ..., -0.45417695  0.003      -0.039     ]","[-0.08001779  0.17146959 -0.06949283 ...,  0.39637688 -0.002      -0.053     ]","[-0.07699666  0.21025691  0.14499168 ...,  0.38506083  0.0005     -0.0355    ]","[ 0.15692469 -0.19333803 -0.1804544  ..., -0.28517967  0.004      -0.031     ]"
"[  1.27155491e-01   7.73757284e-02  -1.73414442e-02 ...,   3.66514906e-01
   2.61969390e-10  -3.20000000e-02]","[-0.15372795  0.23956078 -0.06087624 ..., -0.45467695  0.0035     -0.0385    ]","[-0.08201779  0.16846959 -0.06749283 ...,  0.39737688 -0.001      -0.051     ]","[-0.07649666  0.21075691  0.14449168 ...,  0.38356083 -0.001      -0.035     ]","[ 0.15842469 -0.19483803 -0.1799544  ..., -0.28567967  0.0025     -0.0325    ]"
"[ 0.12815549  0.07637573 -0.01934144 ...,  0.36851491 -0.002      -0.033     ]","[-0.15422795  0.23906078 -0.06037624 ..., -0.45517695  0.003      -0.04      ]","[-0.08401779  0.16346959 -0.06549283 ...,  0.39937688  0.002      -0.047     ]","[-0.07749666  0.20975691  0.14549168 ...,  0.38356083 -0.002      -0.036     ]","[ 0.15992469 -0.19633803 -0.1814544  ..., -0.28517967  0.004      -0.034     ]"
"[ 0.12715549  0.07737573 -0.01834144 ...,  0.36951491 -0.001      -0.034     ]","[-0.15522795  0.23806078 -0.05937624 ..., -0.45517695 -0.001      -0.04      ]","[ -8.60177903e-02   1.60469587e-01  -6.34928299e-02 ...,   4.03376875e-01
  -6.80354419e-10  -4.49999999e-02]","[ -7.64966563e-02   2.10756914e-01   1.44491683e-01 ...,   3.83560831e-01
   2.98111167e-09  -3.50000000e-02]","[ 0.15892469 -0.19533803 -0.1804544  ..., -0.28417967  0.005      -0.032     ]"
"[ 0.12665549  0.07887573 -0.01684144 ...,  0.36901491 -0.0005     -0.0345    ]","[-0.15822795  0.23506078 -0.05637624 ..., -0.46017695 -0.003      -0.041     ]","[-0.08501779  0.15746959 -0.06249283 ...,  0.40537688 -0.001      -0.043     ]","[-0.07549666  0.21175691  0.14349168 ...,  0.38256083  0.001      -0.036     ]","[ 0.15942469 -0.19583803 -0.1799544  ..., -0.28467967  0.0045     -0.0325    ]"
"[ 0.12615549  0.07937573 -0.01634144 ...,  0.37051491 -0.001      -0.033     ]","[-0.16322795  0.23006078 -0.05137624 ..., -0.46017695 -0.006      -0.041     ]","[-0.08801779  0.15646959 -0.05949283 ...,  0.40837688 -0.003      -0.045     ]","[-0.07449666  0.21175691  0.14249168 ...,  0.38256083  0.002      -0.037     ]","[ 0.16042469 -0.19683803 -0.1789544  ..., -0.28567967  0.0055     -0.0345    ]"
"[ 0.12815549  0.07837573 -0.01834144 ...,  0.36851491 -0.001      -0.034     ]","[-0.16322795  0.23006078 -0.05137624 ..., -0.46117695 -0.007      -0.04      ]","[-0.08951779  0.15496959 -0.05799283 ...,  0.40787688 -0.0035     -0.0435    ]","[-0.07349666  0.21275691  0.14149168 ...,  0.38256083  0.001      -0.035     ]","[ 0.16092469 -0.19533803 -0.1794544  ..., -0.28517967  0.004      -0.034     ]"
"[ 0.12665549  0.07987573 -0.01684144 ...,  0.36801491 -0.0015     -0.0315    ]","[-0.16122795  0.23206078 -0.05337624 ..., -0.46517695 -0.01       -0.044     ]","[-0.08801779  0.15346959 -0.05949283 ...,  0.40637688 -0.004      -0.042     ]","[-0.07449666  0.21175691  0.14249168 ...,  0.38456083 -0.001      -0.031     ]","[ 0.15992469 -0.19433803 -0.1804544  ..., -0.28617967  0.003      -0.035     ]"
"[ 0.12615549  0.08037573 -0.01634144 ...,  0.36751491 -0.003      -0.03      ]","[-0.16022795  0.23306078 -0.05437624 ..., -0.46417695 -0.009      -0.045     ]","[-0.08601779  0.15146959 -0.06149283 ...,  0.40537688 -0.005      -0.043     ]","[-0.07249666  0.21375691  0.14049168 ...,  0.38356083 -0.002      -0.032     ]","[ 0.16042469 -0.19483803 -0.1799544  ..., -0.28567967  0.0035     -0.0355    ]"
"[ 0.12665549  0.07987573 -0.01684144 ...,  0.36801491 -0.0025     -0.0295    ]","[-0.15922795  0.23406078 -0.05537624 ..., -0.46517695 -0.009      -0.046     ]","[-0.08501779  0.15046959 -0.06249283 ...,  0.40437688 -0.005      -0.041     ]","[-0.07349666  0.21275691  0.14149168 ...,  0.38556083 -0.001      -0.029     ]","[ 0.16192469 -0.19633803 -0.1754544  ..., -0.28617967  0.002      -0.033     ]"
"[ 0.12865549  0.07787573 -0.01884144 ...,  0.36901491 -0.0045     -0.0305    ]","[-0.15872795  0.23456078 -0.05587624 ..., -0.46467695 -0.0085     -0.0465    ]","[-0.08401779  0.14946959 -0.06349283 ...,  0.40337688 -0.006      -0.042     ]","[ -7.44966564e-02   2.11756914e-01   1.42491683e-01 ...,   3.84560831e-01
   2.78109699e-09  -2.70000000e-02]","[ 0.16242469 -0.19683803 -0.1749544  ..., -0.28567967  0.0025     -0.0325    ]"
"[ 0.12715549  0.07937573 -0.01734144 ...,  0.36851491 -0.006      -0.032     ]","[-0.15822795  0.23506078 -0.05637624 ..., -0.46617695 -0.01       -0.046     ]","[-0.08451779  0.14996959 -0.06299283 ...,  0.40387688 -0.0065     -0.0425    ]","[-0.07599666  0.21025691  0.14399168 ...,  0.38506083  0.0015     -0.0285    ]","[ 0.16092469 -0.19533803 -0.1734544  ..., -0.28617967  0.002      -0.031     ]"
"[ 0.12615549  0.08137573 -0.01534144 ...,  0.36951491 -0.008      -0.035     ]","[-0.15872795  0.23456078 -0.05587624 ..., -0.46767695 -0.0085     -0.0465    ]","[-0.08451779  0.14996959 -0.06299283 ...,  0.40387688 -0.0065     -0.0435    ]","[-0.07349666  0.21275691  0.14149168 ...,  0.38356083  0.001      -0.03      ]","[  1.60924689e-01  -1.96338032e-01  -1.74454399e-01 ...,  -2.88179671e-01
   5.44456923e-11  -2.90000000e-02]"
"[ 0.12415549  0.08337573 -0.01334144 ...,  0.36851491 -0.009      -0.038     ]","[-0.15922795  0.23406078 -0.05537624 ..., -0.46817695 -0.008      -0.047     ]","[-0.08601779  0.15146959 -0.06149283 ...,  0.40537688 -0.009      -0.046     ]","[-0.07449666  0.21175691  0.14249168 ...,  0.38456083  0.003      -0.031     ]","[ 0.16242469 -0.19783803 -0.1739544  ..., -0.28767967 -0.0005     -0.0285    ]"
"[ 0.12515549  0.08237573 -0.01434144 ...,  0.36851491 -0.01       -0.038     ]","[-0.16122795  0.23206078 -0.05337624 ..., -0.46717695 -0.006      -0.045     ]","[-0.08551779  0.15096959 -0.06199283 ...,  0.40587688 -0.0085     -0.0475    ]","[-0.07399666  0.21225691  0.14199168 ...,  0.38406083  0.0025     -0.0325    ]","[ 0.16292469 -0.19833803 -0.1724544  ..., -0.28617967 -0.001      -0.029     ]"
"[ 0.12515549  0.08137573 -0.01434144 ...,  0.36751491 -0.01       -0.037     ]","[-0.16072795  0.23156078 -0.05387624 ..., -0.46867695 -0.0075     -0.0425    ]","[-0.08351779  0.14896959 -0.06199283 ...,  0.40887688 -0.0075     -0.0495    ]","[-0.07149666  0.21475691  0.13949168 ...,  0.38256083  0.003      -0.034     ]","[ 0.16242469 -0.19783803 -0.1719544  ..., -0.28567967  0.0005     -0.0275    ]"
"[ 0.12315549  0.08337573 -0.01234144 ...,  0.36751491 -0.012      -0.038     ]","[-0.16222795  0.23006078 -0.05237624 ..., -0.46917695 -0.006      -0.041     ]","[-0.08301779  0.14846959 -0.06249283 ...,  0.40737688 -0.006      -0.051     ]","[-0.07149666  0.21475691  0.14049168 ...,  0.38356083  0.004      -0.034     ]","[ 0.16092469 -0.19633803 -0.1734544  ..., -0.28617967  0.002      -0.027     ]"
"[ 0.12215549  0.08437573 -0.01134144 ...,  0.36451491 -0.01       -0.04      ]","[-0.16322795  0.22906078 -0.05137624 ..., -0.47117695 -0.005      -0.043     ]","[-0.08351779  0.14896959 -0.06199283 ...,  0.40787688 -0.0065     -0.0505    ]","[-0.07349666  0.21275691  0.14249168 ...,  0.38256083  0.002      -0.036     ]","[ 0.16192469 -0.19733803 -0.1724544  ..., -0.28717967  0.001      -0.028     ]"
"[ 0.11715549  0.08937573 -0.00634144 ...,  0.36051491 -0.008      -0.042     ]","[-0.16522795  0.22606078 -0.04837624 ..., -0.47217695 -0.002      -0.045     ]","[-0.08501779  0.15046959 -0.06049283 ...,  0.40837688 -0.006      -0.05      ]","[-0.07349666  0.21275691  0.14249168 ...,  0.38256083  0.002      -0.036     ]","[ 0.16192469 -0.19733803 -0.1724544  ..., -0.28717967  0.001      -0.027     ]"
"[ 0.11215549  0.09437573 -0.00134144 ...,  0.36051491 -0.006      -0.045     ]","[ -1.69227946e-01   2.21060778e-01  -4.43762361e-02 ...,  -4.73176946e-01
   1.94183698e-09  -4.69999995e-02]","[-0.08651779  0.15196959 -0.05899283 ...,  0.40787688 -0.0055     -0.0495    ]","[-0.07249666  0.21375691  0.14149168 ...,  0.38256083  0.001      -0.038     ]","[  1.58924689e-01  -1.94338032e-01  -1.75454398e-01 ...,  -2.86179671e-01
   5.94169326e-11  -2.30000000e-02]"
"[ 0.10715549  0.09937573  0.00365856 ...,  0.35951491 -0.005      -0.048     ]","[-0.17122795  0.21906078 -0.04237624 ..., -0.47517695  0.002      -0.049     ]","[-0.08701779  0.15246959 -0.05849283 ...,  0.40837688 -0.006      -0.05      ]","[-0.07249666  0.21375691  0.14149168 ...,  0.38256083 -0.001      -0.038     ]","[  1.55924689e-01  -1.91338032e-01  -1.78454398e-01 ...,  -2.86179671e-01
   6.00160626e-11  -2.30000000e-02]"
