policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[ 0.13715536  0.06837572 -0.02134143 ...,  0.35251491  0.006      -0.02      ]","[ -1.55227947e-01   2.34060915e-01  -5.93762397e-02 ...,  -4.29176945e-01
   2.86778847e-10  -2.59999999e-02]","[-0.07351779  0.1819696  -0.07799281 ...,  0.37687688  0.0015     -0.0085    ]","[-0.07749666  0.21275691  0.14549168 ...,  0.38256083  0.004      -0.021     ]","[ 0.15542469 -0.19283804 -0.18595439 ..., -0.26267967  0.0055     -0.0265    ]"
"[ 0.13515536  0.06637572 -0.02134143 ...,  0.35551491  0.005      -0.022     ]","[-0.15522795  0.23306092 -0.05837624 ..., -0.43117694 -0.001      -0.029     ]","[ -7.40177911e-02   1.82469601e-01  -7.74928117e-02 ...,   3.76376875e-01
  -2.77168612e-10  -1.00000000e-02]","[-0.07699666  0.21325691  0.14499168 ...,  0.38206083  0.0035     -0.0215    ]","[ 0.15592469 -0.19333804 -0.18545439 ..., -0.26417967  0.005      -0.028     ]"
"[ 0.13465536  0.06587572 -0.02184143 ...,  0.35601491  0.0045     -0.0215    ]","[-0.15472795  0.23156092 -0.05687624 ..., -0.43167694 -0.0005     -0.0305    ]","[-0.07401779  0.1824696  -0.07749281 ...,  0.37737688 -0.001      -0.01      ]","[-0.08099666  0.20925691  0.14899168 ...,  0.38606083  0.0055     -0.0235    ]","[ 0.15692469 -0.19433804 -0.18545439 ..., -0.26517967  0.004      -0.027     ]"
"[ 0.13815536  0.06737572 -0.02534143 ...,  0.35251491  0.003      -0.026     ]","[-0.15422795  0.23206092 -0.05737624 ..., -0.43317694 -0.002      -0.032     ]","[-0.07501779  0.1834696  -0.07649281 ...,  0.37837688 -0.001      -0.012     ]","[-0.07949666  0.21075691  0.14749168 ...,  0.38456083  0.004      -0.025     ]","[ 0.15592469 -0.19333804 -0.18645439 ..., -0.26817967  0.003      -0.029     ]"
"[ 0.14215536  0.07137572 -0.02834143 ...,  0.34951491  0.005      -0.027     ]","[-0.15622795  0.23106092 -0.05637624 ..., -0.43217694 -0.002      -0.034     ]","[-0.07551779  0.1839696  -0.07599281 ...,  0.37887688 -0.0015     -0.0125    ]","[-0.08049666  0.20975691  0.14849168 ...,  0.38556083  0.003      -0.026     ]","[ 0.15792469 -0.19533804 -0.18545439 ..., -0.27117967  0.004      -0.033     ]"
"[ 0.14315536  0.07237572 -0.02734143 ...,  0.35051491  0.004      -0.028     ]","[ -1.56227948e-01   2.30060915e-01  -5.53762397e-02 ...,  -4.34176945e-01
   2.68103255e-10  -3.79999999e-02]","[-0.07701779  0.1854696  -0.07449281 ...,  0.38037688 -0.001      -0.016     ]","[-0.07999666  0.21025691  0.14799168 ...,  0.38606083  0.0025     -0.0265    ]","[ 0.15642469 -0.19483804 -0.18695439 ..., -0.27167967  0.0035     -0.0325    ]"
"[ 0.14315536  0.07437571 -0.02634143 ...,  0.35251491  0.001      -0.031     ]","[-0.15472795  0.23056092 -0.05587624 ..., -0.43367694 -0.0005     -0.0385    ]","[-0.07901779  0.1864696  -0.07249281 ...,  0.38137688  0.001      -0.018     ]","[-0.07949666  0.21075691  0.14749168 ...,  0.38456083  0.005      -0.028     ]","[ 0.15742469 -0.19683804 -0.18595439 ..., -0.27167967  0.0025     -0.0355    ]"
"[ 0.14265536  0.07487571 -0.02584143 ...,  0.35101491 -0.0005     -0.0305    ]","[-0.15322795  0.23206092 -0.05737624 ..., -0.43417694 -0.001      -0.039     ]","[ -7.80177910e-02   1.85469601e-01  -7.34928109e-02 ...,   3.82376875e-01
  -4.21203670e-10  -1.90000000e-02]","[-0.07849666  0.21175691  0.14649168 ...,  0.38356083  0.003      -0.032     ]","[ 0.15692469 -0.19633804 -0.18845437 ..., -0.27417967  0.004      -0.038     ]"
"[ 0.13915536  0.07137571 -0.02434143 ...,  0.35451491  0.001      -0.034     ]","[ -1.53227948e-01   2.32060915e-01  -5.73762396e-02 ...,  -4.36176945e-01
   2.68857499e-10  -4.29999999e-02]","[-0.07601779  0.1834696  -0.07549281 ...,  0.38637688 -0.001      -0.022     ]","[-0.07849666  0.20975691  0.14749168 ...,  0.38356083  0.004      -0.035     ]","[ 0.15642469 -0.19583804 -0.18895437 ..., -0.27367967  0.0035     -0.0405    ]"
"[ 0.13665535  0.06787571 -0.02184143 ...,  0.35401491  0.0025     -0.0375    ]","[ -1.55227948e-01   2.30060915e-01  -5.53762396e-02 ...,  -4.37176945e-01
   2.70061610e-10  -4.69999999e-02]","[-0.07701779  0.1844696  -0.07449281 ...,  0.38537688 -0.002      -0.023     ]","[-0.07849666  0.20875691  0.14849168 ...,  0.38456083  0.004      -0.035     ]","[ 0.15792469 -0.19733804 -0.18745437 ..., -0.27417967  0.003      -0.043     ]"
"[  1.38155354e-01   6.93757120e-02  -2.33414298e-02 ...,   3.53514913e-01
  -1.41051392e-09  -3.59999995e-02]","[-0.15572795  0.22956092 -0.05487624 ..., -0.43767694  0.0005     -0.0485    ]","[-0.07701779  0.1844696  -0.07449281 ...,  0.38537688 -0.002      -0.024     ]","[-0.07799666  0.20925691  0.14799168 ...,  0.38306083  0.0055     -0.0345    ]","[ 0.15892469 -0.19833804 -0.18545437 ..., -0.27217967  0.003      -0.045     ]"
"[ 0.13615535  0.06837571 -0.02234143 ...,  0.35651491 -0.001      -0.036     ]","[ -1.55227948e-01   2.30060915e-01  -5.53762396e-02 ...,  -4.39176945e-01
   2.70243616e-10  -4.89999999e-02]","[-0.07601779  0.1834696  -0.07549281 ...,  0.38737688 -0.001      -0.028     ]","[-0.07649666  0.21075691  0.14649168 ...,  0.38156083  0.005      -0.034     ]","[ 0.15942469 -0.19883804 -0.18495437 ..., -0.27167967  0.0035     -0.0465    ]"
"[ 0.13515535  0.06937571 -0.02134143 ...,  0.35751491 -0.002      -0.037     ]","[-0.15672795  0.22856092 -0.05387624 ..., -0.44067694  0.0005     -0.0495    ]","[-0.07801779  0.1854696  -0.07349281 ...,  0.38837688  0.001      -0.029     ]","[-0.07799666  0.20925691  0.14799168 ...,  0.38306083  0.0055     -0.0355    ]","[ 0.15892469 -0.19833804 -0.18445437 ..., -0.27317967  0.005      -0.049     ]"
"[ 0.13565535  0.06987571 -0.01984143 ...,  0.35601491 -0.0025     -0.0385    ]","[ -1.58227947e-01   2.28060915e-01  -5.33762396e-02 ...,  -4.41176945e-01
   2.64170525e-10  -4.69999999e-02]","[-0.07951779  0.1849696  -0.07199281 ...,  0.38987688 -0.0005     -0.0295    ]","[-0.07849666  0.20875691  0.14849168 ...,  0.38156083  0.006      -0.037     ]","[ 0.15842469 -0.19783804 -0.18495437 ..., -0.27567967  0.0055     -0.0485    ]"
"[ 0.13715535  0.07237571 -0.01934143 ...,  0.35651491 -0.002      -0.041     ]","[-0.15822795  0.22606092 -0.05137624 ..., -0.44017694  0.001      -0.047     ]","[ -7.80177910e-02   1.83469603e-01  -7.34928111e-02 ...,   3.90376876e-01
  -4.16608403e-10  -3.30000000e-02]","[-0.07799666  0.20925691  0.14799168 ...,  0.38106083  0.0065     -0.0365    ]","[ 0.15792469 -0.19733804 -0.18645437 ..., -0.27617967  0.007      -0.049     ]"
"[ 0.13765535  0.07287571 -0.01984143 ...,  0.35701491 -0.0015     -0.0415    ]","[ -1.56227947e-01   2.27060915e-01  -5.23762396e-02 ...,  -4.41176945e-01
   2.65776056e-10  -4.59999999e-02]","[-0.07851779  0.1839696  -0.07299281 ...,  0.39087688  0.0005     -0.0335    ]","[-0.07749666  0.20975691  0.14749168 ...,  0.37956083  0.006      -0.038     ]","[ 0.15892469 -0.19833804 -0.18545437 ..., -0.27717967  0.005      -0.049     ]"
"[ 0.13815535  0.07237571 -0.01634143 ...,  0.35651491  0.001      -0.038     ]","[-0.15622795  0.22706092 -0.05237624 ..., -0.44317694 -0.001      -0.048     ]","[ -7.70177911e-02   1.82469603e-01  -7.34928111e-02 ...,   3.92376876e-01
  -4.17078250e-10  -3.10000000e-02]","[-0.08049666  0.20675691  0.15049168 ...,  0.38256083  0.006      -0.04      ]","[ 0.16042469 -0.19983804 -0.18395437 ..., -0.27767967  0.0055     -0.0485    ]"
"[  1.37155353e-01   7.13757097e-02  -1.73414295e-02 ...,   3.55514913e-01
  -1.40993132e-09  -3.89999995e-02]","[ -1.57227947e-01   2.26060915e-01  -5.13762397e-02 ...,  -4.44176945e-01
   2.65714244e-10  -4.89999999e-02]","[ -7.40177912e-02   1.81469603e-01  -7.54928111e-02 ...,   3.95376876e-01
  -4.12280510e-10  -3.00000000e-02]","[-0.08099666  0.20625691  0.15099168 ...,  0.38206083  0.0065     -0.0405    ]","[ 0.15792469 -0.19733804 -0.18645437 ..., -0.27817967  0.004      -0.051     ]"
"[ 0.13715535  0.07137571 -0.01734143 ...,  0.35551491 -0.002      -0.039     ]","[-0.15572795  0.22756092 -0.05287624 ..., -0.44467694  0.0005     -0.0505    ]","[-0.07301779  0.1804696  -0.07649281 ...,  0.39637688 -0.001      -0.031     ]","[-0.08099666  0.20625691  0.15099168 ...,  0.38006083  0.0055     -0.0445    ]","[ 0.16042469 -0.19983804 -0.18395437 ..., -0.27667967  0.0035     -0.0515    ]"
"[ 0.13565535  0.06987571 -0.01884143 ...,  0.35701491 -0.0005     -0.0395    ]","[-0.15722795  0.22506092 -0.05037624 ..., -0.44517694  0.002      -0.05      ]","[-0.07301779  0.1804696  -0.07649281 ...,  0.39637688 -0.001      -0.03      ]","[-0.08149666  0.20575691  0.15149168 ...,  0.38056083  0.004      -0.045     ]","[ 0.15892469 -0.19833804 -0.18545437 ..., -0.27717967  0.003      -0.053     ]"
"[ 0.13615535  0.07037571 -0.01834143 ...,  0.35551491  0.001      -0.039     ]","[-0.15722795  0.22506092 -0.05037624 ..., -0.44517694  0.002      -0.05      ]","[-0.07451779  0.1809696  -0.07499281 ...,  0.39787688 -0.0005     -0.0315    ]","[-0.08099666  0.20425691  0.15099168 ...,  0.38206083  0.0055     -0.0455    ]","[ 0.15892469 -0.19833804 -0.18545437 ..., -0.27717967  0.004      -0.053     ]"
"[  1.33155353e-01   6.73757085e-02  -2.03414293e-02 ...,   3.57514913e-01
  -1.40388888e-09  -3.99999995e-02]","[-0.15622795  0.22406092 -0.05137624 ..., -0.44517694  0.001      -0.048     ]","[-0.07401779  0.1804696  -0.07549281 ...,  0.39837688 -0.002      -0.033     ]","[-0.08149666  0.20375691  0.15149168 ...,  0.38256083  0.005      -0.044     ]","[ 0.15992469 -0.19933804 -0.18445437 ..., -0.27417967  0.006      -0.055     ]"
"[  1.33155353e-01   6.63757086e-02  -2.03414295e-02 ...,   3.55514913e-01
  -1.40104172e-09  -3.89999995e-02]","[-0.15422795  0.22606092 -0.05337624 ..., -0.44317694 -0.001      -0.045     ]","[-0.07501779  0.1814696  -0.07449281 ...,  0.40037688 -0.002      -0.038     ]","[-0.08249666  0.20275691  0.15249168 ...,  0.38356083  0.005      -0.044     ]","[ 0.16092469 -0.20133804 -0.18345437 ..., -0.27417967  0.004      -0.056     ]"
"[ 0.13315535  0.06537571 -0.01834143 ...,  0.35851491  0.001      -0.042     ]","[-0.15522795  0.22506092 -0.05237624 ..., -0.44417694 -0.002      -0.044     ]","[-0.07501779  0.1814696  -0.07449281 ...,  0.40037688 -0.003      -0.039     ]","[-0.08249666  0.20275691  0.15249168 ...,  0.38356083  0.006      -0.046     ]","[ 0.16042469 -0.20083804 -0.18395437 ..., -0.27467967  0.0045     -0.0555    ]"
"[ 0.13315535  0.06337571 -0.02034143 ...,  0.36051491  0.002      -0.041     ]","[-0.15572795  0.22456092 -0.05187624 ..., -0.44367694 -0.0015     -0.0435    ]","[-0.07501779  0.1814696  -0.07449281 ...,  0.40137688 -0.005      -0.04      ]","[-0.08149666  0.20475691  0.15149168 ...,  0.38156083  0.003      -0.048     ]","[ 0.15992469 -0.20033804 -0.18445437 ..., -0.27417967  0.005      -0.057     ]"
"[ 0.13015535  0.06437571 -0.01734143 ...,  0.36051491  0.003      -0.037     ]","[-0.15672795  0.22356092 -0.05087624 ..., -0.44367694  0.0005     -0.0415    ]","[-0.07601779  0.1824696  -0.07349281 ...,  0.39937688 -0.006      -0.043     ]","[-0.08149666  0.20475691  0.15149168 ...,  0.38056083  0.003      -0.047     ]","[ 0.16042469 -0.20083804 -0.18495437 ..., -0.27367967  0.0065     -0.0585    ]"
"[ 0.12715535  0.06637571 -0.01334143 ...,  0.35951491  0.003      -0.033     ]","[-0.15822795  0.22206092 -0.04937624 ..., -0.44617694  0.001      -0.043     ]","[-0.07501779  0.1814696  -0.07449281 ...,  0.39937688 -0.006      -0.043     ]","[-0.07949666  0.20675691  0.15049168 ...,  0.37956083  0.002      -0.047     ]","[ 0.16192469 -0.20233804 -0.18345437 ..., -0.27417967  0.005      -0.059     ]"
"[ 0.12815535  0.06537571 -0.01434143 ...,  0.36051491  0.003      -0.033     ]","[-0.15722795  0.22306092 -0.05037624 ..., -0.44717694  0.001      -0.044     ]","[-0.07401779  0.1804696  -0.07549281 ...,  0.39937688 -0.005      -0.041     ]","[-0.07999666  0.20625691  0.15099168 ...,  0.38006083  0.0015     -0.0475    ]","[ 0.16392469 -0.20433804 -0.18145437 ..., -0.27317967  0.004      -0.06      ]"
"[ 0.12665535  0.06687571 -0.01284143 ...,  0.36201491  0.0025     -0.0335    ]","[-0.15622795  0.22406092 -0.05137624 ..., -0.44717694  0.001      -0.046     ]","[-0.07401779  0.1814696  -0.07549281 ...,  0.39737688 -0.003      -0.041     ]","[-0.07949666  0.20675691  0.15049168 ...,  0.37956083  0.003      -0.046     ]","[ 0.16292469 -0.20333804 -0.17945437 ..., -0.27217967  0.003      -0.062     ]"
"[ 0.12615535  0.06737571 -0.01234143 ...,  0.36351491  0.002      -0.035     ]","[-0.15522795  0.22506092 -0.05237624 ..., -0.44717694  0.002      -0.043     ]","[-0.07651779  0.1839696  -0.07299281 ...,  0.39787688 -0.0025     -0.0435    ]","[-0.07849666  0.20875691  0.14849168 ...,  0.37856083  0.002      -0.046     ]","[ 0.15992469 -0.20033804 -0.18045437 ..., -0.27217967  0.002      -0.067     ]"
"[ 0.12665535  0.06687571 -0.01284143 ...,  0.36501491  0.0025     -0.0335    ]","[-0.15622795  0.22406092 -0.05137624 ..., -0.44717694  0.003      -0.042     ]","[-0.07701779  0.1844696  -0.07249281 ...,  0.39937688 -0.001      -0.045     ]","[-0.07849666  0.20875691  0.14849168 ...,  0.37756083  0.002      -0.046     ]","[ 0.15892469 -0.19933804 -0.18145437 ..., -0.27217967  0.002      -0.068     ]"
"[ 0.12915535  0.06737571 -0.01634143 ...,  0.36451491  0.001      -0.034     ]","[-0.15572795  0.22456092 -0.05187624 ..., -0.44567694  0.0025     -0.0405    ]","[-0.07651779  0.1839696  -0.07299281 ...,  0.39987688 -0.0015     -0.0455    ]","[-0.07849666  0.20875691  0.14849168 ...,  0.37856083  0.001      -0.046     ]","[ 0.15892469 -0.19933804 -0.18145437 ..., -0.27317967  0.003      -0.066     ]"
"[ 0.12865535  0.06787571 -0.01584143 ...,  0.36301491  0.0005     -0.0325    ]","[-0.15622795  0.22406092 -0.05137624 ..., -0.44517694  0.002      -0.042     ]","[-0.07651779  0.1839696  -0.07299281 ...,  0.40187688 -0.0035     -0.0455    ]","[ -7.94966560e-02   2.07756914e-01   1.49491684e-01 ...,   3.77560831e-01
  -5.99453991e-10  -4.60000000e-02]","[ 0.16042469 -0.20083804 -0.17995437 ..., -0.27367967  0.0035     -0.0675    ]"
"[ 0.12915535  0.06737571 -0.01634143 ...,  0.36251491  0.002      -0.035     ]","[-0.15672795  0.22356092 -0.05087624 ..., -0.44667694  0.0015     -0.0435    ]","[-0.07601779  0.1824696  -0.07349281 ...,  0.40337688 -0.005      -0.045     ]","[-0.07999666  0.20725691  0.14999168 ...,  0.37806083 -0.0005     -0.0445    ]","[ 0.15892469 -0.19933804 -0.18145437 ..., -0.27517967  0.003      -0.068     ]"
"[ 0.12915535  0.06837571 -0.01534143 ...,  0.36151491  0.004      -0.04      ]","[-0.15622795  0.22406092 -0.05137624 ..., -0.44417694  0.001      -0.043     ]","[-0.07501779  0.1814696  -0.07449281 ...,  0.40237688 -0.004      -0.045     ]","[ -7.84966560e-02   2.08756914e-01   1.48491684e-01 ...,   3.76560831e-01
  -5.97643757e-10  -4.60000000e-02]","[ 0.15892469 -0.19933804 -0.18245437 ..., -0.27617967  0.001      -0.066     ]"
"[ 0.12915535  0.06937571 -0.01634143 ...,  0.36151491  0.004      -0.041     ]","[-0.15672795  0.22356092 -0.05087624 ..., -0.44467694 -0.0005     -0.0435    ]","[-0.07501779  0.1814696  -0.07449281 ...,  0.40137688 -0.005      -0.045     ]","[-0.07649666  0.21075691  0.14649168 ...,  0.37556083  0.001      -0.05      ]","[ 0.15742469 -0.19783804 -0.18395437 ..., -0.27567967  0.0015     -0.0645    ]"
"[ 0.13115535  0.06737571 -0.01634143 ...,  0.36451491  0.003      -0.038     ]","[-0.15522795  0.22606092 -0.05337624 ..., -0.44717694  0.001      -0.04      ]","[-0.07651779  0.1829696  -0.07299281 ...,  0.40087688 -0.0075     -0.0435    ]","[ -7.64966560e-02   2.10756914e-01   1.46491684e-01 ...,   3.76560831e-01
  -5.97445931e-10  -5.00000000e-02]","[ 0.15692469 -0.19833804 -0.18145437 ..., -0.27617967  0.001      -0.064     ]"
"[ 0.13115535  0.06737571 -0.01634143 ...,  0.36451491  0.002      -0.039     ]","[ -1.56227947e-01   2.25060915e-01  -5.23762397e-02 ...,  -4.46176945e-01
   3.95169507e-10  -3.89999999e-02]","[-0.07601779  0.1824696  -0.07349281 ...,  0.40037688 -0.007      -0.044     ]","[-0.07849666  0.20875691  0.14849168 ...,  0.37756083  0.001      -0.051     ]","[ 0.15642469 -0.19783804 -0.18195437 ..., -0.27667967  0.0005     -0.0635    ]"
"[ 0.12615535  0.07237571 -0.01934143 ...,  0.36551491 -0.001      -0.035     ]","[-0.15772795  0.22356092 -0.05087624 ..., -0.44467694 -0.0015     -0.0395    ]","[-0.07651779  0.1829696  -0.07299281 ...,  0.39987688 -0.0075     -0.0435    ]","[-0.07949666  0.20775691  0.14949168 ...,  0.37756083  0.002      -0.052     ]","[ 0.15692469 -0.19833804 -0.18145437 ..., -0.27817967  0.002      -0.063     ]"
"[ 0.12115535  0.07737571 -0.02434143 ...,  0.36151491 -0.005      -0.038     ]","[-0.15822795  0.22306092 -0.05037624 ..., -0.44517694 -0.003      -0.039     ]","[-0.07601779  0.1814696  -0.07349281 ...,  0.39937688 -0.007      -0.044     ]","[-0.07999666  0.20725691  0.14999168 ...,  0.37906083  0.0025     -0.0525    ]","[ 0.15492469 -0.19733804 -0.17945437 ..., -0.27617967  0.002      -0.066     ]"
"[ 0.12065535  0.07787571 -0.02484143 ...,  0.36201491 -0.0055     -0.0385    ]","[-0.15972795  0.22156092 -0.04887624 ..., -0.44367694 -0.0035     -0.0405    ]","[-0.07751779  0.1829696  -0.07199281 ...,  0.39787688 -0.0085     -0.0435    ]","[-0.07949666  0.20675691  0.14949168 ...,  0.38156083  0.004      -0.053     ]","[ 0.15392469 -0.19633804 -0.17845437 ..., -0.27817967  0.003      -0.067     ]"
"[ 0.12165535  0.07587571 -0.02684143 ...,  0.36301491 -0.0075     -0.0395    ]","[-0.15922795  0.22206092 -0.04937624 ..., -0.44517694 -0.003      -0.041     ]","[-0.07601779  0.1814696  -0.07349281 ...,  0.39937688 -0.007      -0.045     ]","[-0.07999666  0.20625691  0.14999168 ...,  0.38206083  0.0035     -0.0535    ]","[ 0.15492469 -0.19633804 -0.17745437 ..., -0.27717967  0.004      -0.069     ]"
"[ 0.12215535  0.07537571 -0.02634143 ...,  0.36351491 -0.008      -0.041     ]","[-0.16122795  0.22006092 -0.04737624 ..., -0.44617694 -0.002      -0.043     ]","[-0.07401779  0.1804696  -0.07549281 ...,  0.40137688 -0.007      -0.042     ]","[-0.07849666  0.20775691  0.14849168 ...,  0.37756083  0.003      -0.057     ]","[ 0.15542469 -0.19683804 -0.17795437 ..., -0.27667967  0.0045     -0.0685    ]"
"[ 0.12165535  0.07587571 -0.02584143 ...,  0.36301491 -0.0095     -0.0415    ]","[-0.16222795  0.21906092 -0.04537624 ..., -0.44617694 -0.003      -0.046     ]","[-0.07151779  0.1779696  -0.07799281 ...,  0.40387688 -0.0045     -0.0435    ]","[-0.07699666  0.20725691  0.14799168 ...,  0.37906083  0.0035     -0.0595    ]","[ 0.15542469 -0.19683804 -0.17795437 ..., -0.27467967  0.0045     -0.0705    ]"
"[ 0.12215535  0.07537571 -0.02634143 ...,  0.36351491 -0.01       -0.043     ]","[-0.16272795  0.21956092 -0.04587624 ..., -0.44867694 -0.0005     -0.0475    ]","[-0.07301779  0.1794696  -0.07649281 ...,  0.40437688 -0.004      -0.045     ]","[-0.07699666  0.20725691  0.14799168 ...,  0.37906083  0.0035     -0.0585    ]","[ 0.15692469 -0.19833804 -0.17645437 ..., -0.27317967  0.004      -0.072     ]"
"[ 0.12365535  0.07387571 -0.02784143 ...,  0.36201491 -0.0095     -0.0455    ]","[-0.16122795  0.22106092 -0.04737624 ..., -0.44917694 -0.001      -0.048     ]","[-0.07151779  0.1779696  -0.07799281 ...,  0.40387688 -0.0045     -0.0465    ]","[-0.07649666  0.20775691  0.14749168 ...,  0.37956083  0.003      -0.058     ]","[ 0.15592469 -0.19733804 -0.17745437 ..., -0.27517967  0.006      -0.073     ]"
"[ 0.12415535  0.07237571 -0.02834143 ...,  0.36251491 -0.011      -0.045     ]","[-0.16122795  0.22106092 -0.04737624 ..., -0.45017694 -0.003      -0.047     ]","[-0.07201779  0.1784696  -0.07749281 ...,  0.40537688 -0.005      -0.047     ]","[-0.07649666  0.20775691  0.14749168 ...,  0.38056083  0.001      -0.057     ]","[ 0.15542469 -0.19683804 -0.17795437 ..., -0.27667967  0.0075     -0.0725    ]"
"[ 0.12465535  0.07287571 -0.02784143 ...,  0.36001491 -0.0115     -0.0425    ]","[-0.16222795  0.22006092 -0.04637624 ..., -0.44917694 -0.002      -0.048     ]","[-0.07301779  0.1794696  -0.07649281 ...,  0.40637688 -0.004      -0.048     ]","[-0.07699666  0.20725691  0.14799168 ...,  0.38106083  0.0015     -0.0555    ]","[ 0.15842469 -0.19983804 -0.17495437 ..., -0.27767967  0.0065     -0.0745    ]"
"[ 0.12615535  0.07337571 -0.02834143 ...,  0.36251491 -0.012      -0.045     ]","[-0.16172795  0.22056092 -0.04687624 ..., -0.44967694 -0.0015     -0.0485    ]","[-0.07301779  0.1784696  -0.07649281 ...,  0.40937688 -0.002      -0.052     ]","[-0.07799666  0.20625691  0.14899168 ...,  0.38206083  0.0025     -0.0565    ]","[ 0.15892469 -0.20033804 -0.17445437 ..., -0.27817967  0.006      -0.075     ]"
"[ 0.12615535  0.07437571 -0.02834143 ...,  0.36351491 -0.012      -0.046     ]","[-0.16022795  0.22206092 -0.04837624 ..., -0.45117694 -0.002      -0.05      ]","[-0.07251779  0.1789696  -0.07699281 ...,  0.41187688 -0.0005     -0.0565    ]","[-0.07799666  0.20625691  0.14899168 ...,  0.38406083  0.0015     -0.0585    ]","[ 0.15792469 -0.19933804 -0.17545437 ..., -0.27917967  0.005      -0.076     ]"
