policyParams0
"[ 0.05715533 -0.00962426 -0.0103414  ...,  0.31351491 -0.026      -0.21400001]"
"[ 0.05015533 -0.01662426 -0.01734138 ...,  0.31651491 -0.023      -0.21100001]"
"[ 0.04715533 -0.01962426 -0.01634139 ...,  0.31151491 -0.026      -0.21600001]"
"[ 0.04615533 -0.02062426 -0.01734138 ...,  0.30851491 -0.027      -0.21700001]"
"[ 0.04515533 -0.02162426 -0.01634138 ...,  0.30751491 -0.028      -0.21600001]"
"[ 0.05315533 -0.01362426 -0.02434138 ...,  0.31351491 -0.02       -0.21800001]"
"[ 0.05615533 -0.01062426 -0.02734138 ...,  0.31651491 -0.017      -0.21700001]"
"[ 0.05115533 -0.01562426 -0.02234138 ...,  0.31551491 -0.008      -0.22000001]"
"[ 0.05315533 -0.01362426 -0.02434138 ...,  0.31751491 -0.006      -0.22200001]"
"[ 0.05215533 -0.01462426 -0.02334138 ...,  0.31651491 -0.005      -0.21900001]"
"[ 0.05215533 -0.01462426 -0.02334138 ...,  0.31851491 -0.003      -0.22300001]"
"[ 0.05515533 -0.01162426 -0.02634138 ...,  0.31351491 -0.006      -0.22600001]"
"[ 0.05515533 -0.01162426 -0.02634138 ...,  0.31751491 -0.01       -0.23000001]"
"[ 0.05515533 -0.01162426 -0.02634138 ...,  0.31751491 -0.01       -0.23000001]"
"[ 0.06115533 -0.00562426 -0.03234138 ...,  0.30951491 -0.016      -0.22600001]"
"[ 0.06315532 -0.00362426 -0.03434137 ...,  0.30751492 -0.018      -0.22800001]"
"[ 0.06215532 -0.00462427 -0.03534151 ...,  0.30651492 -0.025      -0.22900001]"
"[ 0.05915532 -0.00762427 -0.03234152 ...,  0.30351492 -0.028      -0.22800001]"
"[ 0.05815532 -0.00862427 -0.03134152 ...,  0.30451492 -0.027      -0.22900001]"
"[ 0.05215532 -0.01462427 -0.03734151 ...,  0.31051492 -0.027      -0.23300001]"
"[ 0.05615532 -0.01262427 -0.03734153 ...,  0.31251492 -0.031      -0.22900001]"
"[ 0.05315532 -0.01562427 -0.04034153 ...,  0.30951492 -0.03       -0.23200001]"
"[ 0.05115532 -0.01762427 -0.04234153 ...,  0.31351492 -0.032      -0.23000001]"
"[ 0.04915532 -0.01962427 -0.04434153 ...,  0.31151492 -0.03       -0.22800001]"
"[ 0.04915532 -0.01962427 -0.04634153 ...,  0.31151492 -0.032      -0.22600001]"
"[ 0.05915532 -0.00962427 -0.03634153 ...,  0.31751492 -0.022      -0.23000001]"
"[ 0.06015532 -0.00862427 -0.03734153 ...,  0.31851492 -0.023      -0.22900001]"
"[ 0.05415532 -0.01462427 -0.03134153 ...,  0.31651492 -0.017      -0.23500001]"
"[ 0.05115532 -0.01762427 -0.02834153 ...,  0.32151492 -0.022      -0.22800001]"
"[ 0.05315532 -0.01562427 -0.02634156 ...,  0.32351492 -0.024      -0.22600001]"
"[ 0.05415532 -0.01462427 -0.02934158 ...,  0.32851492 -0.029      -0.22700001]"
"[ 0.05715532 -0.01162427 -0.02634159 ...,  0.32551492 -0.032      -0.22400001]"
"[ 0.06315532 -0.00562427 -0.0243416  ...,  0.33151492 -0.036      -0.22400001]"
"[ 0.05915532 -0.00962427 -0.0283416  ...,  0.32751492 -0.038      -0.22200001]"
"[ 0.05715532 -0.01162427 -0.0303416  ...,  0.32551492 -0.04       -0.22000001]"
"[ 0.05615532 -0.01262427 -0.0313416  ...,  0.32651492 -0.039      -0.22100001]"
"[ 0.05815532 -0.01062427 -0.0293416  ...,  0.33251492 -0.035      -0.22700001]"
"[ 0.06115532 -0.00762427 -0.0263416  ...,  0.32951492 -0.036      -0.23000001]"
"[ 0.06315532 -0.00562427 -0.0243416  ...,  0.32351492 -0.036      -0.22600001]"
"[ 0.06015532 -0.00862427 -0.0273416  ...,  0.32451492 -0.035      -0.22500001]"
"[ 0.05515532 -0.01362427 -0.03234159 ...,  0.31951492 -0.038      -0.22400001]"
"[ 0.05515532 -0.01362427 -0.03234159 ...,  0.32151492 -0.04       -0.22200001]"
"[ 0.05515531 -0.01562427 -0.03834159 ...,  0.31551492 -0.048      -0.22800001]"
"[ 0.0591553  -0.01162427 -0.03434161 ...,  0.31951492 -0.044      -0.22600001]"
"[ 0.0601553  -0.01062427 -0.0353416  ...,  0.31851492 -0.045      -0.22500001]"
"[ 0.0651553  -0.00762427 -0.03034161 ...,  0.30951492 -0.04       -0.22400001]"
"[ 0.0641553  -0.00862427 -0.02734162 ...,  0.30651492 -0.037      -0.22300001]"
"[ 0.0611553  -0.01162427 -0.02434162 ...,  0.30951492 -0.034      -0.22600001]"
"[ 0.0631553  -0.01162427 -0.02434162 ...,  0.31351492 -0.032      -0.23000001]"
"[ 0.0601553  -0.01462427 -0.02334162 ...,  0.31851492 -0.039      -0.23100001]"
"[ 0.0571553  -0.01762427 -0.02034162 ...,  0.31551492 -0.04       -0.23000001]"
"[ 0.0541553  -0.02062427 -0.01734162 ...,  0.31251492 -0.045      -0.23300001]"
"[ 0.0551553  -0.01962427 -0.01834162 ...,  0.31351492 -0.046      -0.23000001]"
"[ 0.0511553  -0.02362427 -0.01634162 ...,  0.31151492 -0.042      -0.23400001]"
"[ 0.0531553  -0.02162427 -0.01834162 ...,  0.30951492 -0.038      -0.23600001]"
"[ 0.0551553  -0.01962427 -0.01834162 ...,  0.31151492 -0.042      -0.23400001]"
"[ 0.0541553  -0.02062427 -0.01734162 ...,  0.31051492 -0.043      -0.23700001]"
"[ 0.0571553  -0.01762427 -0.02034162 ...,  0.31351492 -0.04       -0.23800001]"
"[ 0.0581553  -0.01662427 -0.02134162 ...,  0.31451492 -0.041      -0.23700001]"
"[ 0.0651553  -0.00962427 -0.02234162 ...,  0.31951492 -0.04       -0.23000001]"
"[ 0.0631553  -0.01162427 -0.02434162 ...,  0.31751492 -0.042      -0.23200001]"
"[ 0.0621553  -0.01262427 -0.02734161 ...,  0.31651492 -0.041      -0.23300001]"
"[ 0.06115531 -0.01362426 -0.02634173 ...,  0.31951491 -0.042      -0.23200001]"
"[ 0.06115531 -0.01362426 -0.02634173 ...,  0.31751491 -0.042      -0.23000001]"
"[ 0.05615531 -0.01862426 -0.02134177 ...,  0.31051491 -0.035      -0.23500001]"
"[ 0.05315531 -0.02162426 -0.01834177 ...,  0.31151491 -0.032      -0.23800001]"
"[ 0.05115531 -0.02362426 -0.01834178 ...,  0.31351491 -0.028      -0.24600001]"
"[ 0.05515531 -0.01962426 -0.02234178 ...,  0.31751491 -0.032      -0.25000001]"
"[ 0.06115531 -0.01362426 -0.02834178 ...,  0.32151491 -0.034      -0.25400001]"
"[ 0.06015531 -0.01462426 -0.02734178 ...,  0.32251491 -0.037      -0.25500001]"
"[ 0.05515531 -0.01962426 -0.02234178 ...,  0.32551491 -0.04       -0.26000001]"
"[ 0.05315531 -0.02162426 -0.01634178 ...,  0.32951491 -0.046      -0.26600001]"
"[ 0.05015532 -0.02462426 -0.02134178 ...,  0.32851491 -0.045      -0.26100001]"
"[ 0.05315531 -0.02162426 -0.01834178 ...,  0.32751491 -0.048      -0.26200001]"
"[ 0.05215531 -0.02262426 -0.01934178 ...,  0.32651491 -0.049      -0.26100001]"
"[ 0.05115531 -0.02362426 -0.02034176 ...,  0.31951491 -0.042      -0.25800001]"
"[ 0.04715532 -0.02762426 -0.01434178 ...,  0.31351491 -0.046      -0.26400001]"
"[ 0.04715532 -0.02762426 -0.01434177 ...,  0.31351491 -0.044      -0.26600001]"
"[ 0.04315532 -0.03162426 -0.01034177 ...,  0.31351491 -0.038      -0.26800001]"
"[ 0.04615532 -0.02862426 -0.00934177 ...,  0.31251491 -0.037      -0.27100001]"
"[ 0.04115532 -0.03362426 -0.00434177 ...,  0.31151491 -0.042      -0.27600001]"
"[ 0.04315532 -0.03362426 -0.00234177 ...,  0.31151491 -0.048      -0.28000001]"
"[ 0.04815532 -0.02862426  0.00265823 ...,  0.31451491 -0.043      -0.28100001]"
"[ 0.04515532 -0.03162426  0.00165822 ...,  0.31751491 -0.04       -0.28400001]"
"[ 0.04515532 -0.03162426 -0.00234178 ...,  0.32551491 -0.04       -0.28800001]"
"[ 0.04915532 -0.02762426  0.00165822 ...,  0.32951491 -0.044      -0.28400001]"
"[ 0.05415532 -0.02062426  0.00665822 ...,  0.33651491 -0.049      -0.28100001]"
"[ 0.05315532 -0.02162426  0.00565822 ...,  0.34151491 -0.048      -0.27600001]"
"[ 0.05515532 -0.01962426  0.00765822 ...,  0.33951491 -0.046      -0.27400001]"
"[ 0.05515532 -0.01962426  0.00965822 ...,  0.33951491 -0.044      -0.27400001]"
"[ 0.05115532 -0.02362426  0.00565822 ...,  0.34551491 -0.046      -0.27800001]"
"[ 0.04615532 -0.02862426  0.00265822 ...,  0.34051491 -0.041      -0.27700001]"
"[ 0.04915532 -0.02562426  0.00565822 ...,  0.33951491 -0.044      -0.27400001]"
"[ 0.04715532 -0.02762426  0.00365822 ...,  0.34151491 -0.046      -0.27600001]"
"[ 0.04515532 -0.02962426  0.00165822 ...,  0.34751491 -0.052      -0.27800001]"
"[ 0.04815531 -0.02662426  0.00465821 ...,  0.34451491 -0.055      -0.27700001]"
"[ 0.04515531 -0.02962426  0.00165821 ...,  0.34751491 -0.058      -0.27400001]"
"[ 0.04915531 -0.02562426  0.00565821 ...,  0.34351491 -0.054      -0.27400001]"
"[ 0.05215531 -0.02262426  0.00865821 ...,  0.34051491 -0.049      -0.27100001]"
"[ 0.04915531 -0.02562426  0.00565821 ...,  0.34151491 -0.046      -0.27400001]"
"[ 0.04715531 -0.02762426  0.00365821 ...,  0.33751491 -0.05       -0.27400001]"
"[ 0.04615531 -0.02862426  0.00265821 ...,  0.33851491 -0.053      -0.27300001]"
"[ 0.04315531 -0.03162426 -0.00034179 ...,  0.33351491 -0.058      -0.27800001]"
"[ 0.04315531 -0.03162426 -0.00034179 ...,  0.33351491 -0.058      -0.28000001]"
"[ 0.04215531 -0.03262426 -0.00134179 ...,  0.33251491 -0.055      -0.27700001]"
"[ 0.04515531 -0.02962426  0.00165821 ...,  0.33751491 -0.056      -0.28200001]"
"[ 0.05115531 -0.02362426  0.00765821 ...,  0.34351491 -0.05       -0.28400001]"
"[ 0.05615531 -0.01862426  0.01265821 ...,  0.34851491 -0.047      -0.28700001]"
"[ 0.05315531 -0.02162426  0.00965821 ...,  0.34751491 -0.052      -0.29200001]"
"[ 0.05115531 -0.02562426  0.0076582  ...,  0.34751491 -0.054      -0.29600001]"
"[ 0.04915531 -0.02762426  0.0056582  ...,  0.34551491 -0.056      -0.29400001]"
